sep=;
12:00; Saturday; October 05; 2024
Study name:Side_Impact

Beam Name  ;Element  ;End  ;Axial (N/m^2)  ;Bending Dir1 (N/m^2)  ;Bending Dir2 (N/m^2)  ;Torsional (N/m^2)  ;Worst Case (N/m^2)
  ;  ;2  ;6.5683e+06  ;5.904e+08  ;-1.0845e+08  ;-1.0718e+08  ;6.0684e+08
  ;444  ;1  ;6.6145e+06  ;5.5591e+08  ;-1.0845e+08  ;-1.4619e+08  ;5.73e+08
  ;  ;2  ;6.6142e+06  ;5.7839e+08  ;-1.0835e+08  ;-1.4619e+08  ;5.9507e+08
  ;445  ;1  ;-6.7731e+07  ;1.1473e+08  ;-1.0819e+08  ;1.8056e+07  ;2.2543e+08
  ;  ;2  ;-6.7732e+07  ;1.1101e+08  ;-6.9265e+07  ;1.8056e+07  ;1.9857e+08
  ;446  ;1  ;-7.4327e+07  ;1.1466e+08  ;-6.9265e+07  ;1.0945e+07  ;2.0829e+08
  ;  ;2  ;-7.4328e+07  ;1.0625e+08  ;4.7667e+06  ;1.0945e+07  ;1.8068e+08
  ;447  ;1  ;-8.1509e+07  ;1.0843e+08  ;4.7667e+06  ;1.5535e+06  ;1.9005e+08
  ;  ;2  ;-8.1509e+07  ;1.0002e+08  ;5.7707e+07  ;1.5535e+06  ;1.9698e+08
  ;448  ;1  ;-8.6213e+07  ;9.9039e+07  ;5.7707e+07  ;-7.1542e+06  ;2.0084e+08
  ;  ;2  ;-8.6214e+07  ;9.0625e+07  ;8.7946e+07  ;-7.1542e+06  ;2.125e+08
  ;449  ;1  ;-8.8298e+07  ;8.6764e+07  ;8.7946e+07  ;-1.4914e+07  ;2.1184e+08
  ;  ;2  ;-8.8299e+07  ;7.8349e+07  ;9.4566e+07  ;-1.4914e+07  ;2.111e+08
Beam-45(Circuler tube 1X0.06(16_GAUGE)(6)[1])  ;  ;  ;  ;  ;  ;  ;
  ;450  ;1  ;-2.3631e+08  ;-3.8146e+07  ;1.3513e+08  ;-1.0421e+07  ;3.7671e+08
  ;  ;2  ;-2.3631e+08  ;-3.2359e+07  ;1.383e+08  ;-1.0421e+07  ;3.7834e+08
  ;451  ;1  ;-2.3631e+08  ;-3.2359e+07  ;1.383e+08  ;-1.0421e+07  ;3.7834e+08
  ;  ;2  ;-2.3631e+08  ;-2.6549e+07  ;1.4147e+08  ;-1.0421e+07  ;3.8025e+08
  ;452  ;1  ;-2.3631e+08  ;-2.6549e+07  ;1.4147e+08  ;-1.0421e+07  ;3.8025e+08
  ;  ;2  ;-2.3631e+08  ;-2.0714e+07  ;1.4464e+08  ;-1.0421e+07  ;3.8242e+08
  ;453  ;1  ;-2.3631e+08  ;-2.0714e+07  ;1.4464e+08  ;-1.0421e+07  ;3.8242e+08
  ;  ;2  ;-2.3631e+08  ;-1.4855e+07  ;1.4781e+08  ;-1.0421e+07  ;3.8486e+08
  ;454  ;1  ;-2.3631e+08  ;-1.4855e+07  ;1.4781e+08  ;-1.0421e+07  ;3.8486e+08
  ;  ;2  ;-2.3631e+08  ;-8.9702e+06  ;1.5098e+08  ;-1.0421e+07  ;3.8756e+08
  ;455  ;1  ;-2.3631e+08  ;-8.9704e+06  ;1.5098e+08  ;-1.0421e+07  ;3.8756e+08
  ;  ;2  ;-2.3631e+08  ;-3.0628e+06  ;1.5416e+08  ;-1.0421e+07  ;3.905e+08
  ;456  ;1  ;-2.3631e+08  ;-3.0629e+06  ;1.5416e+08  ;-1.0421e+07  ;3.905e+08
  ;  ;2  ;-2.3631e+08  ;2.8676e+06  ;1.5733e+08  ;-1.0421e+07  ;3.9366e+08
  ;457  ;1  ;-2.3631e+08  ;2.8676e+06  ;1.5733e+08  ;-1.0421e+07  ;3.9366e+08
  ;  ;2  ;-2.3631e+08  ;8.825e+06  ;1.605e+08  ;-1.0421e+07  ;3.9705e+08
  ;458  ;1  ;-2.3631e+08  ;8.8251e+06  ;1.605e+08  ;-1.0421e+07  ;3.9705e+08
  ;  ;2  ;-2.3631e+08  ;1.4806e+07  ;1.6367e+08  ;-1.0421e+07  ;4.0065e+08
  ;459  ;1  ;-2.3631e+08  ;1.4806e+07  ;1.6367e+08  ;-1.0421e+07  ;4.0065e+08
  ;  ;2  ;-2.3631e+08  ;2.081e+07  ;1.6684e+08  ;-1.0421e+07  ;4.0445e+08
  ;460  ;1  ;-2.3631e+08  ;2.081e+07  ;1.6684e+08  ;-1.0421e+07  ;4.0445e+08
  ;  ;2  ;-2.3631e+08  ;2.6839e+07  ;1.7001e+08  ;-1.0421e+07  ;4.0843e+08
  ;461  ;1  ;-2.3631e+08  ;2.6839e+07  ;1.7002e+08  ;-1.0421e+07  ;4.0843e+08
  ;  ;2  ;-2.3631e+08  ;3.2893e+07  ;1.7319e+08  ;-1.0421e+07  ;4.1259e+08
  ;462  ;1  ;-2.3631e+08  ;3.2894e+07  ;1.7319e+08  ;-1.0421e+07  ;4.1259e+08
  ;  ;2  ;-2.3631e+08  ;3.8971e+07  ;1.7636e+08  ;-1.0421e+07  ;4.1692e+08
  ;463  ;1  ;-2.3631e+08  ;3.897e+07  ;1.7636e+08  ;-1.0421e+07  ;4.1692e+08
  ;  ;2  ;-2.3631e+08  ;4.5071e+07  ;1.7953e+08  ;-1.0421e+07  ;4.2141e+08
Beam-46(Circuler tube 1X0.06(16_GAUGE)(56)[15])  ;  ;  ;  ;  ;  ;  ;
  ;464  ;1  ;2.338e+08  ;-1.432e+09  ;7.6532e+07  ;5.0915e+07  ;1.6678e+09
  ;  ;2  ;2.338e+08  ;-1.3083e+09  ;7.1208e+07  ;5.0915e+07  ;1.5441e+09
  ;465  ;1  ;2.338e+08  ;-1.3083e+09  ;7.1208e+07  ;5.0914e+07  ;1.5441e+09
  ;  ;2  ;2.338e+08  ;-1.1847e+09  ;6.5863e+07  ;5.0914e+07  ;1.4203e+09
  ;466  ;1  ;2.338e+08  ;-1.1847e+09  ;6.5863e+07  ;5.0914e+07  ;1.4203e+09
  ;  ;2  ;2.338e+08  ;-1.061e+09  ;6.0496e+07  ;5.0914e+07  ;1.2965e+09
  ;467  ;1  ;2.338e+08  ;-1.061e+09  ;6.049e+07  ;5.0915e+07  ;1.2965e+09
  ;  ;2  ;2.338e+08  ;-9.3737e+08  ;5.5104e+07  ;5.0915e+07  ;1.1728e+09
  ;468  ;1  ;2.338e+08  ;-9.3737e+08  ;5.5112e+07  ;5.0914e+07  ;1.1728e+09
  ;  ;2  ;2.338e+08  ;-8.1372e+08  ;4.9703e+07  ;5.0914e+07  ;1.049e+09
  ;469  ;1  ;2.338e+08  ;-8.1372e+08  ;4.97e+07  ;5.0914e+07  ;1.049e+09
  ;  ;2  ;2.338e+08  ;-6.9007e+08  ;4.4269e+07  ;5.0914e+07  ;9.2529e+08
  ;470  ;1  ;2.338e+08  ;-6.9007e+08  ;4.4269e+07  ;5.0914e+07  ;9.2529e+08
  ;  ;2  ;2.338e+08  ;-5.6642e+08  ;3.8818e+07  ;5.0914e+07  ;8.0155e+08
  ;471  ;1  ;2.338e+08  ;-5.6642e+08  ;3.8818e+07  ;5.0914e+07  ;8.0155e+08
  ;  ;2  ;2.338e+08  ;-4.4277e+08  ;3.3345e+07  ;5.0914e+07  ;6.7782e+08
  ;472  ;1  ;2.338e+08  ;-4.4277e+08  ;3.3345e+07  ;5.0915e+07  ;6.7782e+08
  ;  ;2  ;2.3381e+08  ;-3.1912e+08  ;2.7853e+07  ;5.0915e+07  ;5.5413e+08
  ;473  ;1  ;2.3381e+08  ;-3.1912e+08  ;2.7853e+07  ;5.0914e+07  ;5.5413e+08
  ;  ;2  ;2.3381e+08  ;-1.9547e+08  ;2.2337e+07  ;5.0914e+07  ;4.3054e+08
  ;474  ;1  ;2.3381e+08  ;-1.9547e+08  ;2.2337e+07  ;5.0914e+07  ;4.3054e+08
  ;  ;2  ;2.3381e+08  ;-7.1814e+07  ;1.6801e+07  ;5.0914e+07  ;3.0756e+08
  ;475  ;1  ;2.3381e+08  ;-7.1814e+07  ;1.6801e+07  ;5.0914e+07  ;3.0756e+08
  ;  ;2  ;2.3381e+08  ;5.1836e+07  ;1.1244e+07  ;5.0914e+07  ;2.8685e+08
  ;476  ;1  ;2.3381e+08  ;5.1836e+07  ;1.1244e+07  ;5.0914e+07  ;2.8685e+08
  ;  ;2  ;2.3381e+08  ;1.7549e+08  ;5.6667e+06  ;5.0914e+07  ;4.0939e+08
  ;477  ;1  ;2.3381e+08  ;1.7549e+08  ;5.6667e+06  ;5.0915e+07  ;4.0939e+08
  ;  ;2  ;2.3381e+08  ;2.9914e+08  ;66,153  ;5.0915e+07  ;5.3295e+08
  ;478  ;1  ;2.3381e+08  ;2.9914e+08  ;66,153  ;5.0914e+07  ;5.3295e+08
  ;  ;2  ;2.3381e+08  ;4.2279e+08  ;-5.554e+06  ;5.0914e+07  ;6.5663e+08
  ;479  ;1  ;2.3381e+08  ;4.2279e+08  ;-5.554e+06  ;5.0914e+07  ;6.5663e+08
  ;  ;2  ;2.3381e+08  ;5.4644e+08  ;-1.1195e+07  ;5.0914e+07  ;7.8036e+08
  ;480  ;1  ;2.3381e+08  ;5.4644e+08  ;-1.1195e+07  ;5.0915e+07  ;7.8036e+08
  ;  ;2  ;2.3381e+08  ;6.7009e+08  ;-1.6859e+07  ;5.0915e+07  ;9.0411e+08
  ;481  ;1  ;2.3381e+08  ;6.7009e+08  ;-1.6859e+07  ;5.0914e+07  ;9.0411e+08
  ;  ;2  ;2.3381e+08  ;7.9374e+08  ;-2.2542e+07  ;5.0914e+07  ;1.0279e+09
  ;482  ;1  ;2.3381e+08  ;7.9374e+08  ;-2.2542e+07  ;5.0915e+07  ;1.0279e+09
  ;  ;2  ;2.3381e+08  ;9.1739e+08  ;-2.8249e+07  ;5.0915e+07  ;1.1516e+09
  ;483  ;1  ;2.3381e+08  ;9.1739e+08  ;-2.8249e+07  ;5.0914e+07  ;1.1516e+09
  ;  ;2  ;2.3381e+08  ;1.041e+09  ;-3.3975e+07  ;5.0914e+07  ;1.2754e+09
  ;484  ;1  ;2.3381e+08  ;1.041e+09  ;-3.3975e+07  ;5.0914e+07  ;1.2754e+09
  ;  ;2  ;2.3382e+08  ;1.1647e+09  ;-3.9722e+07  ;5.0914e+07  ;1.3992e+09
  ;485  ;1  ;2.3382e+08  ;1.1647e+09  ;-3.9722e+07  ;5.0915e+07  ;1.3992e+09
  ;  ;2  ;2.3382e+08  ;1.2883e+09  ;-4.5492e+07  ;5.0915e+07  ;1.523e+09
Beam-47(Circuler tube 1X0.06(16_GAUGE)(1)[6])  ;  ;  ;  ;  ;  ;  ;
  ;486  ;1  ;-6.6798e+06  ;1.3256e+07  ;-1.7971e+07  ;4.7166e+07  ;2.9011e+07
  ;  ;2  ;-6.6798e+06  ;1.5148e+07  ;-2.0804e+07  ;4.7166e+07  ;3.2414e+07
  ;487  ;1  ;-6.2603e+06  ;3.1299e+07  ;-2.0804e+07  ;4.5134e+07  ;4.3843e+07
  ;  ;2  ;-6.2601e+06  ;3.3191e+07  ;-2.5389e+07  ;4.5134e+07  ;4.8048e+07
  ;488  ;1  ;-5.6503e+06  ;4.8362e+07  ;-2.5389e+07  ;4.1567e+07  ;6.0271e+07
  ;  ;2  ;-5.65e+06  ;5.0253e+07  ;-3.1587e+07  ;4.1567e+07  ;6.5006e+07
  ;489  ;1  ;-4.8684e+06  ;6.3926e+07  ;-3.1587e+07  ;3.6572e+07  ;7.6172e+07
  ;  ;2  ;-4.868e+06  ;6.5818e+07  ;-3.9209e+07  ;3.6572e+07  ;8.148e+07
  ;490  ;1  ;-4.1834e+06  ;7.48e+07  ;-3.9209e+07  ;3.1965e+07  ;8.8637e+07
  ;  ;2  ;-4.1832e+06  ;7.5746e+07  ;-4.3481e+07  ;3.1965e+07  ;9.1522e+07
  ;491  ;1  ;2.979e+07  ;9.439e+07  ;1.2905e+08  ;5.1277e+06  ;1.8967e+08
  ;  ;2  ;2.979e+07  ;9.1581e+07  ;1.0654e+08  ;5.1277e+06  ;1.7028e+08
  ;492  ;1  ;3.3328e+07  ;9.2136e+07  ;1.0654e+08  ;-8.9456e+05  ;1.7418e+08
  ;  ;2  ;3.3329e+07  ;8.6529e+07  ;6.7995e+07  ;-8.9456e+05  ;1.4338e+08
  ;493  ;1  ;3.7149e+07  ;8.4904e+07  ;6.7995e+07  ;-8.3937e+06  ;1.4592e+08
  ;  ;2  ;3.715e+07  ;7.9297e+07  ;3.8989e+07  ;-8.3937e+06  ;1.2551e+08
  ;494  ;1  ;3.9841e+07  ;7.5177e+07  ;3.8989e+07  ;-1.5151e+07  ;1.2453e+08
  ;  ;2  ;3.9842e+07  ;6.957e+07  ;2.0404e+07  ;-1.5151e+07  ;1.1234e+08
  ;495  ;1  ;4.1322e+07  ;6.3251e+07  ;2.0404e+07  ;-2.0961e+07  ;1.0778e+08
  ;  ;2  ;4.1323e+07  ;5.7644e+07  ;1.2805e+07  ;-2.0961e+07  ;1.0037e+08
Beam-48(Circuler tube 1X0.06(16_GAUGE)(56)[18])  ;  ;  ;  ;  ;  ;  ;
  ;496  ;1  ;-1.0528e+08  ;9.701e+07  ;2.952e+07  ;-3.2299e+07  ;2.0668e+08
  ;  ;2  ;-1.0528e+08  ;8.0334e+07  ;2.0271e+07  ;-3.2299e+07  ;1.8813e+08
  ;497  ;1  ;-1.0528e+08  ;8.0334e+07  ;2.0271e+07  ;-3.2299e+07  ;1.8813e+08
  ;  ;2  ;-1.0527e+08  ;6.3661e+07  ;1.1043e+07  ;-3.2299e+07  ;1.6989e+08
  ;498  ;1  ;-1.0527e+08  ;6.3661e+07  ;1.1044e+07  ;-3.2299e+07  ;1.6989e+08
  ;  ;2  ;-1.0527e+08  ;4.6989e+07  ;1.8389e+06  ;-3.2299e+07  ;1.523e+08
  ;499  ;1  ;-1.0527e+08  ;4.6989e+07  ;1.8389e+06  ;-3.2299e+07  ;1.523e+08
  ;  ;2  ;-1.0527e+08  ;3.032e+07  ;-7.3428e+06  ;-3.2299e+07  ;1.3647e+08
  ;500  ;1  ;-1.0527e+08  ;3.032e+07  ;-7.3428e+06  ;-3.2299e+07  ;1.3647e+08
  ;  ;2  ;-1.0527e+08  ;1.3654e+07  ;-1.6502e+07  ;-3.2299e+07  ;1.2669e+08
  ;501  ;1  ;-1.0527e+08  ;1.3654e+07  ;-1.6502e+07  ;-3.2299e+07  ;1.2669e+08
  ;  ;2  ;-1.0527e+08  ;-3.011e+06  ;-2.5639e+07  ;-3.2299e+07  ;1.3109e+08
  ;502  ;1  ;-1.0527e+08  ;-3.011e+06  ;-2.5639e+07  ;-3.2299e+07  ;1.3109e+08
  ;  ;2  ;-1.0527e+08  ;-1.9673e+07  ;-3.4753e+07  ;-3.2299e+07  ;1.452e+08
  ;503  ;1  ;-1.0527e+08  ;-1.9673e+07  ;-3.4753e+07  ;-3.2299e+07  ;1.452e+08
  ;  ;2  ;-1.0527e+08  ;-3.6334e+07  ;-4.3845e+07  ;-3.2299e+07  ;1.6221e+08
  ;504  ;1  ;-1.0527e+08  ;-3.6334e+07  ;-4.3845e+07  ;-3.2299e+07  ;1.6221e+08
  ;  ;2  ;-1.0527e+08  ;-5.2991e+07  ;-5.2914e+07  ;-3.2299e+07  ;1.8015e+08
  ;505  ;1  ;-1.0527e+08  ;-5.2992e+07  ;-5.2914e+07  ;-3.2299e+07  ;1.8015e+08
  ;  ;2  ;-1.0527e+08  ;-6.9647e+07  ;-6.196e+07  ;-3.2299e+07  ;1.9849e+08
Beam-49(Circuler tube 1X0.06(16_GAUGE)(6)[6])  ;  ;  ;  ;  ;  ;  ;
  ;506  ;1  ;9.8966e+08  ;1.6418e+09  ;-5.1279e+08  ;-6.1619e+07  ;2.7096e+09
  ;  ;2  ;9.8966e+08  ;1.3749e+09  ;-3.356e+08  ;-6.1619e+07  ;2.4049e+09
  ;507  ;1  ;9.8966e+08  ;1.3749e+09  ;-3.3562e+08  ;-6.1619e+07  ;2.4049e+09
  ;  ;2  ;9.8966e+08  ;1.108e+09  ;-1.5844e+08  ;-6.1619e+07  ;2.109e+09
  ;508  ;1  ;9.8966e+08  ;1.108e+09  ;-1.5843e+08  ;-6.1619e+07  ;2.109e+09
  ;  ;2  ;9.8966e+08  ;8.412e+08  ;1.8726e+07  ;-6.1619e+07  ;1.8311e+09
  ;509  ;1  ;9.8966e+08  ;8.412e+08  ;1.8717e+07  ;-6.1619e+07  ;1.8311e+09
  ;  ;2  ;9.8966e+08  ;5.7434e+08  ;1.9585e+08  ;-6.1619e+07  ;1.5965e+09
  ;510  ;1  ;9.8966e+08  ;5.7434e+08  ;1.9586e+08  ;-6.1619e+07  ;1.5965e+09
  ;  ;2  ;9.8966e+08  ;3.0749e+08  ;3.7297e+08  ;-6.1619e+07  ;1.473e+09
  ;511  ;1  ;9.8966e+08  ;3.0749e+08  ;3.7297e+08  ;-6.1619e+07  ;1.473e+09
  ;  ;2  ;9.8966e+08  ;4.0639e+07  ;5.5006e+08  ;-6.1619e+07  ;1.5412e+09
  ;512  ;1  ;9.8966e+08  ;4.0643e+07  ;5.5006e+08  ;-6.1619e+07  ;1.5412e+09
  ;  ;2  ;9.8966e+08  ;-2.2621e+08  ;7.2714e+08  ;-6.1619e+07  ;1.7512e+09
  ;513  ;1  ;9.8966e+08  ;-2.2622e+08  ;7.2713e+08  ;-6.1619e+07  ;1.7512e+09
  ;  ;2  ;9.8966e+08  ;-4.9307e+08  ;9.0419e+08  ;-6.1619e+07  ;2.0196e+09
  ;514  ;1  ;1.0134e+09  ;-1.9869e+08  ;7.6414e+08  ;1.379e+07  ;1.803e+09
  ;  ;2  ;1.0134e+09  ;-3.6397e+08  ;5.639e+08  ;1.379e+07  ;1.6846e+09
  ;515  ;1  ;1.0134e+09  ;-3.6397e+08  ;5.639e+08  ;1.379e+07  ;1.6846e+09
  ;  ;2  ;1.0134e+09  ;-5.2925e+08  ;3.6364e+08  ;1.379e+07  ;1.6556e+09
  ;516  ;1  ;1.0134e+09  ;-5.2925e+08  ;3.6364e+08  ;1.379e+07  ;1.6556e+09
  ;  ;2  ;1.0134e+09  ;-6.9452e+08  ;1.6336e+08  ;1.379e+07  ;1.7269e+09
  ;517  ;1  ;1.0134e+09  ;-6.9452e+08  ;1.6337e+08  ;1.379e+07  ;1.7269e+09
  ;  ;2  ;1.0134e+09  ;-8.598e+08  ;-3.693e+07  ;1.379e+07  ;1.874e+09
  ;518  ;1  ;1.0134e+09  ;-8.598e+08  ;-3.6932e+07  ;1.379e+07  ;1.874e+09
  ;  ;2  ;1.0134e+09  ;-1.0251e+09  ;-2.3725e+08  ;1.379e+07  ;2.0656e+09
  ;519  ;1  ;1.0134e+09  ;-1.0251e+09  ;-2.3725e+08  ;1.379e+07  ;2.0656e+09
  ;  ;2  ;1.0134e+09  ;-1.1904e+09  ;-4.3759e+08  ;1.379e+07  ;2.2817e+09
  ;520  ;1  ;1.0134e+09  ;-1.1904e+09  ;-4.3759e+08  ;1.379e+07  ;2.2817e+09
  ;  ;2  ;1.0134e+09  ;-1.3556e+09  ;-6.3795e+08  ;1.379e+07  ;2.5117e+09
  ;521  ;1  ;1.0134e+09  ;-1.3556e+09  ;-6.3795e+08  ;1.379e+07  ;2.5117e+09
  ;  ;2  ;1.0134e+09  ;-1.5209e+09  ;-8.3834e+08  ;1.379e+07  ;2.7501e+09
  ;522  ;1  ;5.2874e+05  ;-93.415  ;-1,171  ;-0  ;5.2991e+05
  ;  ;2  ;5.2875e+05  ;93.436  ;1,169.4  ;0  ;5.2992e+05
Beam-50(Circuler tube 1X0.06(16_GAUGE)(8)[1])  ;  ;  ;  ;  ;  ;  ;
  ;523  ;1  ;-6.1314e+07  ;-2.6478e+08  ;1.6586e+08  ;8.8594e+07  ;3.7376e+08
  ;  ;2  ;-6.131e+07  ;-2.6907e+08  ;1.5668e+08  ;8.8594e+07  ;3.7267e+08
  ;524  ;1  ;-6.131e+07  ;-2.6907e+08  ;1.5667e+08  ;8.8594e+07  ;3.7267e+08
  ;  ;2  ;-6.1307e+07  ;-2.7337e+08  ;1.4748e+08  ;8.8594e+07  ;3.7192e+08
  ;525  ;1  ;-6.1307e+07  ;-2.7337e+08  ;1.4748e+08  ;8.8594e+07  ;3.7192e+08
  ;  ;2  ;-6.1304e+07  ;-2.7766e+08  ;1.3829e+08  ;8.8594e+07  ;3.715e+08
  ;526  ;1  ;-6.1304e+07  ;-2.7767e+08  ;1.3829e+08  ;8.8594e+07  ;3.715e+08
  ;  ;2  ;-6.1301e+07  ;-2.8197e+08  ;1.2908e+08  ;8.8594e+07  ;3.7141e+08
  ;527  ;1  ;-6.1301e+07  ;-2.8197e+08  ;1.2908e+08  ;8.8594e+07  ;3.7141e+08
  ;  ;2  ;-6.1298e+07  ;-2.8627e+08  ;1.1987e+08  ;8.8594e+07  ;3.7166e+08
  ;528  ;1  ;-6.1298e+07  ;-2.8627e+08  ;1.1987e+08  ;8.8594e+07  ;3.7166e+08
  ;  ;2  ;-6.1295e+07  ;-2.9059e+08  ;1.1066e+08  ;8.8594e+07  ;3.7224e+08
  ;529  ;1  ;-6.1295e+07  ;-2.9059e+08  ;1.1066e+08  ;8.8594e+07  ;3.7224e+08
  ;  ;2  ;-6.1292e+07  ;-2.949e+08  ;1.0144e+08  ;8.8594e+07  ;3.7315e+08
  ;530  ;1  ;-6.1292e+07  ;-2.949e+08  ;1.0144e+08  ;8.8594e+07  ;3.7315e+08
  ;  ;2  ;-6.1289e+07  ;-2.9922e+08  ;9.2211e+07  ;8.8594e+07  ;3.744e+08
  ;531  ;1  ;-6.1289e+07  ;-2.9922e+08  ;9.2211e+07  ;8.8594e+07  ;3.744e+08
  ;  ;2  ;-6.1286e+07  ;-3.0355e+08  ;8.2979e+07  ;8.8594e+07  ;3.7597e+08
  ;532  ;1  ;-6.1286e+07  ;-3.0355e+08  ;8.2979e+07  ;8.8594e+07  ;3.7597e+08
  ;  ;2  ;-6.1283e+07  ;-3.0788e+08  ;7.3741e+07  ;8.8594e+07  ;3.7787e+08
  ;533  ;1  ;-6.1283e+07  ;-3.0788e+08  ;7.3741e+07  ;8.8594e+07  ;3.7787e+08
  ;  ;2  ;-6.128e+07  ;-3.1221e+08  ;6.4495e+07  ;8.8594e+07  ;3.8008e+08
  ;534  ;1  ;-6.128e+07  ;-3.1221e+08  ;6.4495e+07  ;8.8594e+07  ;3.8008e+08
  ;  ;2  ;-6.1277e+07  ;-3.1655e+08  ;5.5245e+07  ;8.8594e+07  ;3.8261e+08
  ;535  ;1  ;-6.1277e+07  ;-3.1655e+08  ;5.5245e+07  ;8.8594e+07  ;3.8261e+08
  ;  ;2  ;-6.1274e+07  ;-3.2089e+08  ;4.5989e+07  ;8.8594e+07  ;3.8544e+08
  ;536  ;1  ;-6.1274e+07  ;-3.2089e+08  ;4.5989e+07  ;8.8593e+07  ;3.8544e+08
  ;  ;2  ;-6.1271e+07  ;-3.2524e+08  ;3.6728e+07  ;8.8593e+07  ;3.8858e+08
  ;537  ;1  ;-6.1271e+07  ;-3.2524e+08  ;3.6729e+07  ;8.8594e+07  ;3.8858e+08
  ;  ;2  ;-6.1268e+07  ;-3.2959e+08  ;2.7461e+07  ;8.8594e+07  ;3.92e+08
  ;538  ;1  ;-6.1268e+07  ;-3.2959e+08  ;2.7461e+07  ;8.8594e+07  ;3.92e+08
  ;  ;2  ;-6.1265e+07  ;-3.3395e+08  ;1.8186e+07  ;8.8594e+07  ;3.9571e+08
  ;539  ;1  ;-6.1265e+07  ;-3.3395e+08  ;1.8185e+07  ;8.8594e+07  ;3.9571e+08
  ;  ;2  ;-6.1262e+07  ;-3.3831e+08  ;8.9062e+06  ;8.8594e+07  ;3.9969e+08
  ;540  ;1  ;-6.1262e+07  ;-3.3831e+08  ;8.9066e+06  ;8.8594e+07  ;3.9969e+08
  ;  ;2  ;-6.1259e+07  ;-3.4267e+08  ;-3.7878e+05  ;8.8594e+07  ;4.0393e+08
  ;541  ;1  ;-6.1259e+07  ;-3.4267e+08  ;-3.7845e+05  ;8.8593e+07  ;4.0393e+08
  ;  ;2  ;-6.1256e+07  ;-3.4704e+08  ;-9.6685e+06  ;8.8593e+07  ;4.0844e+08
  ;542  ;1  ;-6.1256e+07  ;-3.4704e+08  ;-9.6702e+06  ;8.8594e+07  ;4.0843e+08
  ;  ;2  ;-6.1253e+07  ;-3.5142e+08  ;-1.8968e+07  ;8.8594e+07  ;4.1318e+08
Beam-51(Circuler tube 1X0.06(16_GAUGE)(59)[2])  ;  ;  ;  ;  ;  ;  ;
  ;543  ;1  ;1.9783e+07  ;1.3008e+08  ;-1.8278e+07  ;-7.7593e+06  ;1.5114e+08
  ;  ;2  ;1.9783e+07  ;1.2011e+08  ;-1.5196e+07  ;-7.7593e+06  ;1.4085e+08
  ;544  ;1  ;1.9783e+07  ;1.2011e+08  ;-1.5196e+07  ;-7.7593e+06  ;1.4085e+08
  ;  ;2  ;1.9783e+07  ;1.1016e+08  ;-1.2114e+07  ;-7.7593e+06  ;1.306e+08
  ;545  ;1  ;1.9783e+07  ;1.1016e+08  ;-1.2114e+07  ;-7.7593e+06  ;1.306e+08
  ;  ;2  ;1.9782e+07  ;1.0023e+08  ;-9.0312e+06  ;-7.7593e+06  ;1.2042e+08
  ;546  ;1  ;1.9782e+07  ;1.0023e+08  ;-9.0312e+06  ;-7.7593e+06  ;1.2042e+08
  ;  ;2  ;1.9782e+07  ;9.0325e+07  ;-5.949e+06  ;-7.7593e+06  ;1.103e+08
  ;547  ;1  ;1.9782e+07  ;9.0325e+07  ;-5.9491e+06  ;-7.7593e+06  ;1.103e+08
  ;  ;2  ;1.9782e+07  ;8.0442e+07  ;-2.8668e+06  ;-7.7593e+06  ;1.0028e+08
  ;548  ;1  ;1.9782e+07  ;8.0442e+07  ;-2.8667e+06  ;-7.7593e+06  ;1.0028e+08
  ;  ;2  ;1.9782e+07  ;7.0582e+07  ;2.1547e+05  ;-7.7593e+06  ;9.0364e+07
  ;549  ;1  ;1.9782e+07  ;7.0582e+07  ;2.1547e+05  ;-7.7593e+06  ;9.0364e+07
  ;  ;2  ;1.9782e+07  ;6.0743e+07  ;3.2978e+06  ;-7.7593e+06  ;8.0615e+07
  ;550  ;1  ;1.9782e+07  ;6.0743e+07  ;3.2978e+06  ;-7.7593e+06  ;8.0615e+07
  ;  ;2  ;1.9782e+07  ;5.0927e+07  ;6.38e+06  ;-7.7593e+06  ;7.1107e+07
  ;551  ;1  ;1.9782e+07  ;5.0927e+07  ;6.38e+06  ;-7.7593e+06  ;7.1107e+07
  ;  ;2  ;1.9782e+07  ;4.1133e+07  ;9.4623e+06  ;-7.7593e+06  ;6.1989e+07
  ;552  ;1  ;1.9782e+07  ;4.1133e+07  ;9.4623e+06  ;-7.7593e+06  ;6.1989e+07
  ;  ;2  ;1.9782e+07  ;3.1361e+07  ;1.2545e+07  ;-7.7593e+06  ;5.3559e+07
  ;553  ;1  ;1.9782e+07  ;3.1361e+07  ;1.2545e+07  ;-7.7593e+06  ;5.3559e+07
  ;  ;2  ;1.9782e+07  ;2.1611e+07  ;1.5627e+07  ;-7.7593e+06  ;4.6451e+07
  ;554  ;1  ;1.9782e+07  ;2.1611e+07  ;1.5627e+07  ;-7.7593e+06  ;4.6451e+07
  ;  ;2  ;1.9782e+07  ;1.1883e+07  ;1.8709e+07  ;-7.7593e+06  ;4.1946e+07
  ;555  ;1  ;1.9782e+07  ;1.1883e+07  ;1.8709e+07  ;-7.7593e+06  ;4.1946e+07
  ;  ;2  ;1.9782e+07  ;2.1777e+06  ;2.1791e+07  ;-7.7593e+06  ;4.1682e+07
Beam-52(Circuler tube 1X0.06(16_GAUGE)(13)[5])  ;  ;  ;  ;  ;  ;  ;
