sep=;
12:00; Saturday; October 05; 2024
Study name:Side_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;517  ;1  ;-1.1585e+05  ;3,315.8  ;2,736.3  ;447.28  ;105.21  ;-17.761
  ;  ;2  ;1.1585e+05  ;-3,316.2  ;-2,736.3  ;-553.72  ;23.783  ;17.761
  ;518  ;1  ;-1.1585e+05  ;3,316.2  ;2,736.2  ;553.72  ;-23.785  ;-17.761
  ;  ;2  ;1.1585e+05  ;-3,316.6  ;-2,736.2  ;-660.16  ;152.79  ;17.761
  ;519  ;1  ;-1.1585e+05  ;3,316.6  ;2,736.2  ;660.16  ;-152.79  ;-17.761
  ;  ;2  ;1.1585e+05  ;-3,316.9  ;-2,736.2  ;-766.6  ;281.81  ;17.761
  ;520  ;1  ;-1.1585e+05  ;3,316.9  ;2,736.2  ;766.6  ;-281.81  ;-17.761
  ;  ;2  ;1.1585e+05  ;-3,317.2  ;-2,736.2  ;-873.04  ;410.85  ;17.761
  ;521  ;1  ;-1.1585e+05  ;3,317.2  ;2,736.2  ;873.04  ;-410.85  ;-17.761
  ;  ;2  ;1.1585e+05  ;-3,317.6  ;-2,736.2  ;-979.48  ;539.9  ;17.761
  ;522  ;1  ;-60.442  ;-1.7623  ;-0.14035  ;6.016e-05  ;-0.00075415  ;0
  ;  ;2  ;60.443  ;1.7548  ;0.14044  ;6.0173e-05  ;-0.00075308  ;0
Beam-50(Circuler tube 1X0.06(16_GAUGE)(8)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;523  ;1  ;7,008.9  ;142.4  ;66.469  ;170.52  ;106.82  ;-114.11
  ;  ;2  ;-7,008.6  ;-142.49  ;-66.539  ;-173.29  ;-100.9  ;114.11
  ;524  ;1  ;7,008.6  ;142.49  ;66.549  ;173.29  ;100.9  ;-114.11
  ;  ;2  ;-7,008.3  ;-142.58  ;-66.619  ;-176.05  ;-94.979  ;114.11
  ;525  ;1  ;7,008.3  ;142.58  ;66.61  ;176.05  ;94.981  ;-114.11
  ;  ;2  ;-7,007.9  ;-142.67  ;-66.68  ;-178.82  ;-89.058  ;114.11
  ;526  ;1  ;7,007.9  ;142.67  ;66.683  ;178.82  ;89.057  ;-114.11
  ;  ;2  ;-7,007.6  ;-142.76  ;-66.753  ;-181.59  ;-83.13  ;114.11
  ;527  ;1  ;7,007.6  ;142.76  ;66.751  ;181.59  ;83.131  ;-114.11
  ;  ;2  ;-7,007.2  ;-142.85  ;-66.821  ;-184.36  ;-77.2  ;114.11
  ;528  ;1  ;7,007.2  ;142.85  ;66.823  ;184.36  ;77.2  ;-114.11
  ;  ;2  ;-7,006.9  ;-142.95  ;-66.893  ;-187.14  ;-71.265  ;114.11
  ;529  ;1  ;7,006.9  ;142.94  ;66.893  ;187.14  ;71.265  ;-114.11
  ;  ;2  ;-7,006.5  ;-143.03  ;-66.963  ;-189.92  ;-65.327  ;114.11
  ;530  ;1  ;7,006.5  ;143.04  ;66.965  ;189.92  ;65.327  ;-114.11
  ;  ;2  ;-7,006.2  ;-143.13  ;-67.035  ;-192.7  ;-59.385  ;114.11
  ;531  ;1  ;7,006.2  ;143.13  ;67.033  ;192.7  ;59.385  ;-114.11
  ;  ;2  ;-7,005.8  ;-143.22  ;-67.103  ;-195.49  ;-53.439  ;114.11
  ;532  ;1  ;7,005.8  ;143.22  ;67.101  ;195.49  ;53.439  ;-114.11
  ;  ;2  ;-7,005.5  ;-143.31  ;-67.171  ;-198.27  ;-47.49  ;114.11
  ;533  ;1  ;7,005.5  ;143.33  ;67.175  ;198.27  ;47.49  ;-114.11
  ;  ;2  ;-7,005.1  ;-143.42  ;-67.245  ;-201.07  ;-41.535  ;114.11
  ;534  ;1  ;7,005.1  ;143.4  ;67.241  ;201.07  ;41.535  ;-114.11
  ;  ;2  ;-7,004.8  ;-143.49  ;-67.311  ;-203.86  ;-35.578  ;114.11
  ;535  ;1  ;7,004.8  ;143.49  ;67.316  ;203.86  ;35.578  ;-114.11
  ;  ;2  ;-7,004.4  ;-143.58  ;-67.386  ;-206.66  ;-29.617  ;114.11
  ;536  ;1  ;7,004.4  ;143.56  ;67.383  ;206.66  ;29.617  ;-114.11
  ;  ;2  ;-7,004.1  ;-143.65  ;-67.453  ;-209.46  ;-23.653  ;114.11
  ;537  ;1  ;7,004.1  ;143.67  ;67.454  ;209.46  ;23.653  ;-114.11
  ;  ;2  ;-7,003.7  ;-143.76  ;-67.524  ;-212.26  ;-17.685  ;114.11
  ;538  ;1  ;7,003.7  ;143.78  ;67.525  ;212.26  ;17.685  ;-114.11
  ;  ;2  ;-7,003.4  ;-143.88  ;-67.595  ;-215.06  ;-11.712  ;114.11
  ;539  ;1  ;7,003.4  ;143.85  ;67.592  ;215.07  ;11.712  ;-114.11
  ;  ;2  ;-7,003  ;-143.94  ;-67.662  ;-217.87  ;-5.7357  ;114.11
  ;540  ;1  ;7,003  ;143.95  ;67.664  ;217.87  ;5.7359  ;-114.11
  ;  ;2  ;-7,002.7  ;-144.04  ;-67.734  ;-220.69  ;0.24394  ;114.11
  ;541  ;1  ;7,002.7  ;144.02  ;67.735  ;220.69  ;-0.24372  ;-114.11
  ;  ;2  ;-7,002.4  ;-144.11  ;-67.805  ;-223.5  ;6.2266  ;114.11
  ;542  ;1  ;7,002.4  ;144.14  ;67.8  ;223.5  ;-6.2277  ;-114.11
  ;  ;2  ;-7,002  ;-144.23  ;-67.87  ;-226.32  ;12.216  ;114.11
Beam-51(Circuler tube 1X0.06(16_GAUGE)(59)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;543  ;1  ;-2,261.4  ;-49.303  ;159.68  ;-83.771  ;-11.771  ;9.9941
  ;  ;2  ;2,261.4  ;49.303  ;-159.32  ;77.349  ;9.7864  ;-9.9941
  ;544  ;1  ;-2,261.4  ;-49.303  ;159.32  ;-77.349  ;-9.7862  ;9.9941
  ;  ;2  ;2,261.4  ;49.303  ;-158.97  ;70.942  ;7.8012  ;-9.9941
  ;545  ;1  ;-2,261.4  ;-49.303  ;158.97  ;-70.942  ;-7.8012  ;9.9941
  ;  ;2  ;2,261.4  ;49.303  ;-158.61  ;64.549  ;5.8162  ;-9.9941
  ;546  ;1  ;-2,261.4  ;-49.302  ;158.61  ;-64.549  ;-5.8162  ;9.9941
  ;  ;2  ;2,261.4  ;49.302  ;-158.26  ;58.17  ;3.8312  ;-9.9941
  ;547  ;1  ;-2,261.4  ;-49.304  ;158.26  ;-58.17  ;-3.8313  ;9.9941
  ;  ;2  ;2,261.4  ;49.304  ;-157.9  ;51.805  ;1.8462  ;-9.9941
  ;548  ;1  ;-2,261.4  ;-49.302  ;157.9  ;-51.805  ;-1.8462  ;9.9941
  ;  ;2  ;2,261.4  ;49.302  ;-157.55  ;45.455  ;-0.13876  ;-9.9941
  ;549  ;1  ;-2,261.4  ;-49.303  ;157.55  ;-45.455  ;0.13876  ;9.9941
  ;  ;2  ;2,261.4  ;49.303  ;-157.19  ;39.119  ;-2.1238  ;-9.9941
  ;550  ;1  ;-2,261.4  ;-49.303  ;157.19  ;-39.119  ;2.1238  ;9.9941
  ;  ;2  ;2,261.4  ;49.303  ;-156.84  ;32.797  ;-4.1088  ;-9.9941
  ;551  ;1  ;-2,261.4  ;-49.303  ;156.84  ;-32.797  ;4.1088  ;9.9941
  ;  ;2  ;2,261.3  ;49.303  ;-156.49  ;26.49  ;-6.0938  ;-9.9941
  ;552  ;1  ;-2,261.3  ;-49.303  ;156.49  ;-26.49  ;6.0938  ;9.9941
  ;  ;2  ;2,261.3  ;49.303  ;-156.13  ;20.197  ;-8.0788  ;-9.9941
  ;553  ;1  ;-2,261.3  ;-49.303  ;156.13  ;-20.197  ;8.0788  ;9.9941
  ;  ;2  ;2,261.3  ;49.303  ;-155.78  ;13.918  ;-10.064  ;-9.9941
  ;554  ;1  ;-2,261.3  ;-49.302  ;155.78  ;-13.918  ;10.064  ;9.9941
  ;  ;2  ;2,261.3  ;49.302  ;-155.42  ;7.6529  ;-12.049  ;-9.9941
  ;555  ;1  ;-2,261.3  ;-49.304  ;155.42  ;-7.6529  ;12.049  ;9.9941
  ;  ;2  ;2,261.3  ;49.304  ;-155.07  ;1.4025  ;-14.034  ;-9.9941
Beam-52(Circuler tube 1X0.06(16_GAUGE)(13)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;556  ;1  ;1.1267e+05  ;94.659  ;8,554.3  ;-2,196.9  ;47.543  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-95.008  ;-8,554.3  ;1,852  ;-43.72  ;103.97
  ;557  ;1  ;1.1267e+05  ;94.998  ;8,554.3  ;-1,852  ;43.722  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-95.346  ;-8,554.3  ;1,507.1  ;-39.885  ;103.97
  ;558  ;1  ;1.1267e+05  ;95.374  ;8,554.3  ;-1,507.1  ;39.886  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-95.722  ;-8,554.3  ;1,162.2  ;-36.033  ;103.97
  ;559  ;1  ;1.1267e+05  ;95.752  ;8,554.3  ;-1,162.2  ;36.032  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-96.101  ;-8,554.3  ;817.33  ;-32.164  ;103.97
  ;560  ;1  ;1.1267e+05  ;96.023  ;8,554.3  ;-817.33  ;32.165  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-96.371  ;-8,554.3  ;472.43  ;-28.286  ;103.97
  ;561  ;1  ;1.1267e+05  ;96.478  ;8,554.3  ;-472.43  ;28.286  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-96.827  ;-8,554.3  ;127.53  ;-24.389  ;103.97
  ;562  ;1  ;1.1267e+05  ;96.744  ;8,554.3  ;-127.53  ;24.389  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-97.092  ;-8,554.3  ;-217.36  ;-20.482  ;103.97
  ;563  ;1  ;1.1267e+05  ;97.108  ;8,554.3  ;217.36  ;20.482  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-97.457  ;-8,554.3  ;-562.26  ;-16.56  ;103.97
  ;564  ;1  ;1.1267e+05  ;97.47  ;8,554.4  ;562.26  ;16.56  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-97.819  ;-8,554.3  ;-907.16  ;-12.623  ;103.97
  ;565  ;1  ;1.1267e+05  ;97.783  ;8,554.2  ;907.16  ;12.62  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-98.132  ;-8,554.2  ;-1,252.1  ;-8.6709  ;103.97
  ;566  ;1  ;1.1267e+05  ;98.173  ;8,554.3  ;1,252.1  ;8.6739  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-98.522  ;-8,554.3  ;-1,597  ;-4.7086  ;103.97
  ;567  ;1  ;1.1267e+05  ;98.512  ;8,554.3  ;1,597  ;4.7087  ;-103.97
  ;  ;2  ;-1.1267e+05  ;-98.861  ;-8,554.3  ;-1,941.9  ;-0.72976  ;103.97
Beam-53(Circuler tube 1X0.06(16_GAUGE)(56)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;568  ;1  ;-24,658  ;-551  ;-1,168.2  ;241.72  ;-137.32  ;42.528
  ;  ;2  ;24,658  ;550.65  ;1,168.2  ;-192.8  ;114.26  ;-42.528
  ;569  ;1  ;-24,658  ;-550.66  ;-1,168.3  ;192.8  ;-114.26  ;42.528
  ;  ;2  ;24,658  ;550.31  ;1,168.3  ;-143.88  ;91.21  ;-42.528
  ;570  ;1  ;-24,658  ;-550.31  ;-1,168.3  ;143.88  ;-91.21  ;42.528
  ;  ;2  ;24,658  ;549.96  ;1,168.3  ;-94.958  ;68.174  ;-42.528
  ;571  ;1  ;-24,658  ;-549.98  ;-1,168.3  ;94.958  ;-68.174  ;42.528
  ;  ;2  ;24,658  ;549.63  ;1,168.4  ;-46.036  ;45.151  ;-42.528
  ;572  ;1  ;-24,658  ;-549.62  ;-1,168.4  ;46.036  ;-45.151  ;42.528
  ;  ;2  ;24,658  ;549.27  ;1,168.4  ;2.8878  ;22.145  ;-42.528
  ;573  ;1  ;-24,658  ;-549.26  ;-1,168.4  ;-2.8878  ;-22.145  ;42.528
  ;  ;2  ;24,659  ;548.92  ;1,168.4  ;51.813  ;-0.84748  ;-42.528
  ;574  ;1  ;-24,659  ;-548.92  ;-1,168.4  ;-51.813  ;0.84747  ;42.528
  ;  ;2  ;24,659  ;548.57  ;1,168.5  ;100.74  ;-23.825  ;-42.528
  ;575  ;1  ;-24,659  ;-548.59  ;-1,168.5  ;-100.74  ;23.825  ;42.528
  ;  ;2  ;24,659  ;548.25  ;1,168.5  ;149.67  ;-46.789  ;-42.528
  ;576  ;1  ;-24,659  ;-548.22  ;-1,168.5  ;-149.67  ;46.789  ;42.528
  ;  ;2  ;24,659  ;547.87  ;1,168.5  ;198.6  ;-69.738  ;-42.528
  ;577  ;1  ;-24,659  ;-547.88  ;-1,168.5  ;-198.6  ;69.737  ;42.528
  ;  ;2  ;24,659  ;547.53  ;1,168.6  ;247.53  ;-92.672  ;-42.528
Beam-54(Circuler tube 1X0.06(16_GAUGE)(56)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;578  ;1  ;-0.0003366  ;9.9701e-09  ;0.87475  ;-0.028971  ;9.72e-10  ;3.7596e-08
  ;  ;2  ;0.0003366  ;-9.9701e-09  ;-0.52522  ;0.0011775  ;-5.7613e-10  ;-3.7596e-08
  ;579  ;1  ;-0.0003366  ;9.9701e-09  ;0.52522  ;-0.0011775  ;5.7613e-10  ;3.7596e-08
  ;  ;2  ;0.0003366  ;-9.9701e-09  ;-0.17569  ;-0.012738  ;-1.8026e-10  ;-3.7596e-08
  ;580  ;1  ;-0.0003366  ;9.9701e-09  ;0.17569  ;0.012738  ;1.8026e-10  ;3.7596e-08
  ;  ;2  ;0.0003366  ;-9.9701e-09  ;0.17384  ;-0.012774  ;2.1561e-10  ;-3.7596e-08
  ;581  ;1  ;-0.0003366  ;9.9701e-09  ;-0.17384  ;0.012774  ;-2.1561e-10  ;3.7596e-08
  ;  ;2  ;0.0003366  ;-9.9701e-09  ;0.52338  ;0.0010676  ;6.1148e-10  ;-3.7596e-08
  ;582  ;1  ;-0.0003366  ;9.9701e-09  ;-0.52338  ;-0.0010676  ;-6.1148e-10  ;3.7596e-08
  ;  ;2  ;0.0003366  ;-9.9701e-09  ;0.87291  ;0.028788  ;1.0074e-09  ;-3.7596e-08
Beam-55(Circuler tube 1X0.06(16_GAUGE)(56)[4])  ;  ;  ;  ;  ;  ;  ;  ;
  ;583  ;1  ;-0.65164  ;-0.10859  ;-3.5155e-06  ;3.6675e-07  ;-0.0027148  ;-1.3201e-08
  ;  ;2  ;0.32581  ;0.054285  ;3.5155e-06  ;-2.3483e-07  ;-0.00034106  ;1.3201e-08
  ;584  ;1  ;-0.32581  ;-0.054285  ;-3.5155e-06  ;2.3483e-07  ;0.00034106  ;-1.3201e-08
  ;  ;2  ;-2.6669e-05  ;-2.1346e-05  ;3.5155e-06  ;-1.0292e-07  ;-0.0013592  ;1.3201e-08
  ;585  ;1  ;2.6668e-05  ;2.1346e-05  ;-3.5155e-06  ;1.0292e-07  ;0.0013592  ;-1.3201e-08
  ;  ;2  ;-0.32586  ;-0.054327  ;3.5155e-06  ;2.8998e-08  ;-0.00033945  ;1.3201e-08
  ;586  ;1  ;0.32586  ;0.054327  ;-3.5155e-06  ;-2.8998e-08  ;0.00033945  ;-1.3201e-08
  ;  ;2  ;-0.6517  ;-0.10863  ;3.5155e-06  ;1.6091e-07  ;0.002718  ;1.3201e-08
Beam-56(Circuler tube 1X0.06(16_GAUGE)(13)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;587  ;1  ;-70,438  ;120.46  ;2,271.5  ;-908.78  ;37.233  ;-60.271
  ;  ;2  ;70,438  ;-120.1  ;-2,271.5  ;816.33  ;-32.338  ;60.271
  ;588  ;1  ;-70,438  ;120.13  ;2,271.5  ;-816.33  ;32.34  ;-60.272
  ;  ;2  ;70,438  ;-119.78  ;-2,271.5  ;723.88  ;-27.458  ;60.272
  ;589  ;1  ;-70,438  ;119.77  ;2,271.5  ;-723.88  ;27.456  ;-60.272
  ;  ;2  ;70,438  ;-119.42  ;-2,271.5  ;631.43  ;-22.589  ;60.272
  ;590  ;1  ;-70,438  ;119.41  ;2,271.5  ;-631.43  ;22.589  ;-60.271
  ;  ;2  ;70,438  ;-119.06  ;-2,271.5  ;538.98  ;-17.736  ;60.271
  ;591  ;1  ;-70,438  ;119.06  ;2,271.5  ;-538.98  ;17.736  ;-60.272
  ;  ;2  ;70,438  ;-118.7  ;-2,271.5  ;446.53  ;-12.898  ;60.272
  ;592  ;1  ;-70,438  ;118.7  ;2,271.5  ;-446.53  ;12.898  ;-60.271
  ;  ;2  ;70,438  ;-118.34  ;-2,271.5  ;354.08  ;-8.0746  ;60.271
  ;593  ;1  ;-70,438  ;118.33  ;2,271.5  ;-354.08  ;8.0742  ;-60.271
  ;  ;2  ;70,438  ;-117.98  ;-2,271.5  ;261.63  ;-3.2653  ;60.271
  ;594  ;1  ;-70,438  ;117.99  ;2,271.5  ;-261.63  ;3.2653  ;-60.271
  ;  ;2  ;70,438  ;-117.63  ;-2,271.5  ;169.18  ;1.5295  ;60.271
  ;595  ;1  ;-70,438  ;117.62  ;2,271.5  ;-169.18  ;-1.5295  ;-60.271
  ;  ;2  ;70,438  ;-117.26  ;-2,271.5  ;76.735  ;6.3093  ;60.271
  ;596  ;1  ;-70,438  ;117.28  ;2,271.5  ;-76.735  ;-6.3093  ;-60.271
  ;  ;2  ;70,438  ;-116.93  ;-2,271.5  ;-15.714  ;11.075  ;60.271
  ;597  ;1  ;-70,438  ;116.91  ;2,271.5  ;15.714  ;-11.075  ;-60.271
  ;  ;2  ;70,438  ;-116.55  ;-2,271.5  ;-108.16  ;15.826  ;60.271
  ;598  ;1  ;-70,438  ;116.57  ;2,271.5  ;108.16  ;-15.826  ;-60.271
  ;  ;2  ;70,438  ;-116.21  ;-2,271.5  ;-200.61  ;20.563  ;60.271
  ;599  ;1  ;-70,438  ;116.2  ;2,271.5  ;200.61  ;-20.563  ;-60.272
  ;  ;2  ;70,438  ;-115.84  ;-2,271.5  ;-293.07  ;25.285  ;60.272
  ;600  ;1  ;-70,438  ;115.85  ;2,271.5  ;293.07  ;-25.285  ;-60.271
  ;  ;2  ;70,438  ;-115.5  ;-2,271.5  ;-385.52  ;29.993  ;60.271
  ;601  ;1  ;-70,438  ;115.48  ;2,271.5  ;385.52  ;-29.993  ;-60.272
  ;  ;2  ;70,437  ;-115.13  ;-2,271.5  ;-477.97  ;34.686  ;60.272
  ;602  ;1  ;-70,437  ;115.13  ;2,271.5  ;477.97  ;-34.686  ;-60.272
  ;  ;2  ;70,437  ;-114.77  ;-2,271.5  ;-570.42  ;39.364  ;60.272
  ;603  ;1  ;-70,437  ;114.78  ;2,271.5  ;570.42  ;-39.363  ;-60.271
  ;  ;2  ;70,437  ;-114.42  ;-2,271.5  ;-662.87  ;44.027  ;60.271
  ;604  ;1  ;-70,437  ;114.42  ;2,271.5  ;662.87  ;-44.029  ;-60.272
  ;  ;2  ;70,437  ;-114.06  ;-2,271.6  ;-755.32  ;48.678  ;60.272
  ;605  ;1  ;-70,437  ;114.07  ;2,271.6  ;755.32  ;-48.678  ;-60.271
  ;  ;2  ;70,437  ;-113.72  ;-2,271.6  ;-847.77  ;53.314  ;60.271
  ;606  ;1  ;-70,437  ;113.7  ;2,271.6  ;847.77  ;-53.314  ;-60.272
  ;  ;2  ;70,437  ;-113.35  ;-2,271.6  ;-940.22  ;57.934  ;60.272
  ;607  ;1  ;-70,437  ;113.35  ;2,271.6  ;940.22  ;-57.934  ;-60.271
  ;  ;2  ;70,437  ;-113  ;-2,271.6  ;-1,032.7  ;62.54  ;60.271
Beam-57(Circuler tube 1X0.08(14_GAUGE)(2)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;608  ;1  ;0.51796  ;-0.52625  ;-0.026931  ;0.00022982  ;-0.004202  ;0
  ;  ;2  ;-0.69991  ;0.50067  ;0.031088  ;0.00024107  ;-0.0041328  ;0
Beam-58(Circuler tube 1X0.08(14_GAUGE)(1)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;609  ;1  ;-68,031  ;-6,312.6  ;1,099  ;-62.265  ;-640.5  ;-150.33
  ;  ;2  ;68,031  ;6,312.6  ;-1,099  ;21.051  ;403.78  ;150.33
  ;610  ;1  ;-68,031  ;-6,312.6  ;1,099  ;-21.051  ;-403.78  ;-150.33
  ;  ;2  ;68,030  ;6,312.6  ;-1,099  ;-20.163  ;167.06  ;150.33
  ;611  ;1  ;-68,030  ;-6,312.6  ;1,099  ;20.163  ;-167.06  ;-150.33
  ;  ;2  ;68,030  ;6,312.6  ;-1,099  ;-61.377  ;-69.663  ;150.33
  ;612  ;1  ;-68,030  ;-6,312.6  ;1,099  ;61.377  ;69.663  ;-150.33
  ;  ;2  ;68,029  ;6,312.6  ;-1,099  ;-102.59  ;-306.38  ;150.33
Beam-59(Circuler tube 1X0.06(16_GAUGE)(2)[8])  ;  ;  ;  ;  ;  ;  ;  ;
  ;613  ;1  ;0  ;0  ;1.9834  ;-0.14897  ;0  ;-4.299e-08
  ;  ;2  ;0  ;0  ;-1.6228  ;0.075098  ;0  ;4.299e-08
  ;614  ;1  ;0  ;0  ;1.6228  ;-0.075098  ;0  ;1.7554e-07
  ;  ;2  ;0  ;0  ;-1.2622  ;0.016005  ;0  ;-1.7554e-07
  ;615  ;1  ;0  ;0  ;1.2622  ;-0.016005  ;0  ;8.2398e-08
  ;  ;2  ;0  ;0  ;-0.90157  ;-0.028316  ;0  ;-8.2398e-08
  ;616  ;1  ;0  ;0  ;0.90157  ;0.028316  ;0  ;-1.2921e-19
  ;  ;2  ;0  ;0  ;-0.54094  ;-0.057862  ;0  ;1.2921e-19
  ;617  ;1  ;0  ;0  ;0.54094  ;0.057862  ;0  ;-6.456e-20
  ;  ;2  ;0  ;0  ;-0.18031  ;-0.072636  ;0  ;6.456e-20
  ;618  ;1  ;0  ;0  ;0.18031  ;0.072636  ;0  ;5.294e-23
  ;  ;2  ;0  ;0  ;0.18031  ;-0.072636  ;0  ;-5.294e-23
  ;619  ;1  ;0  ;0  ;-0.18031  ;0.072636  ;0  ;6.4626e-20
  ;  ;2  ;0  ;0  ;0.54094  ;-0.057862  ;0  ;-6.4626e-20
  ;620  ;1  ;0  ;0  ;-0.54094  ;0.057862  ;0  ;1.2924e-19
  ;  ;2  ;0  ;0  ;0.90157  ;-0.028316  ;0  ;-1.2924e-19
  ;621  ;1  ;0  ;0  ;-0.90157  ;0.028316  ;0  ;-8.2398e-08
  ;  ;2  ;0  ;0  ;1.2622  ;0.016005  ;0  ;8.2398e-08
  ;622  ;1  ;0  ;0  ;-1.2622  ;-0.016005  ;0  ;-1.7554e-07
  ;  ;2  ;0  ;0  ;1.6228  ;0.075098  ;0  ;1.7554e-07
  ;623  ;1  ;0  ;0  ;-1.6228  ;-0.075098  ;0  ;4.299e-08
  ;  ;2  ;0  ;0  ;1.9834  ;0.14897  ;0  ;-4.299e-08
Beam-60(Circuler tube 1X0.08(14_GAUGE)(2)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;624  ;1  ;7,459.1  ;17,382  ;-796.16  ;-229.13  ;-2,118.6  ;-99.321
  ;  ;2  ;-7,459.3  ;-17,382  ;796.19  ;242.06  ;2,400.8  ;99.321
Beam-61(Circuler tube 1X0.08(14_GAUGE)(1)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;625  ;1  ;39,371  ;-5,536.4  ;1,880.9  ;-199.32  ;-581.07  ;-106.22
  ;  ;2  ;-39,371  ;5,536.4  ;-1,880.9  ;128.76  ;373.39  ;106.22
  ;626  ;1  ;39,371  ;-5,536.4  ;1,880.9  ;-128.76  ;-373.39  ;-106.22
  ;  ;2  ;-39,370  ;5,536.4  ;-1,880.9  ;58.205  ;165.7  ;106.22
  ;627  ;1  ;39,370  ;-5,536.4  ;1,880.9  ;-58.205  ;-165.7  ;-106.22
  ;  ;2  ;-39,370  ;5,536.4  ;-1,880.9  ;-12.351  ;-41.978  ;106.22
  ;628  ;1  ;39,370  ;-5,536.4  ;1,880.9  ;12.351  ;41.978  ;-106.22
  ;  ;2  ;-39,370  ;5,536.4  ;-1,880.9  ;-82.907  ;-249.66  ;106.22
Beam-62(Circuler tube 1X0.06(16_GAUGE)(56)[10])  ;  ;  ;  ;  ;  ;  ;  ;
  ;629  ;1  ;13,023  ;396.55  ;-1,100  ;230.84  ;88.561  ;42.975
  ;  ;2  ;-13,023  ;-396.89  ;1,100  ;-184.77  ;-71.947  ;-42.975
  ;630  ;1  ;13,023  ;396.9  ;-1,100  ;184.77  ;71.948  ;42.975
  ;  ;2  ;-13,023  ;-397.25  ;1,100  ;-138.7  ;-55.32  ;-42.975
  ;631  ;1  ;13,023  ;397.25  ;-1,100  ;138.7  ;55.319  ;42.975
  ;  ;2  ;-13,023  ;-397.59  ;1,099.9  ;-92.64  ;-38.676  ;-42.975
  ;632  ;1  ;13,023  ;397.59  ;-1,099.9  ;92.64  ;38.676  ;42.975
  ;  ;2  ;-13,023  ;-397.94  ;1,099.9  ;-46.578  ;-22.019  ;-42.975
  ;633  ;1  ;13,023  ;397.93  ;-1,099.9  ;46.578  ;22.019  ;42.975
  ;  ;2  ;-13,023  ;-398.28  ;1,099.9  ;-0.51648  ;-5.3473  ;-42.975
  ;634  ;1  ;13,023  ;398.29  ;-1,099.9  ;0.51651  ;5.3473  ;42.975
  ;  ;2  ;-13,022  ;-398.63  ;1,099.8  ;45.543  ;11.339  ;-42.975
  ;635  ;1  ;13,022  ;398.63  ;-1,099.8  ;-45.543  ;-11.339  ;42.975
  ;  ;2  ;-13,022  ;-398.97  ;1,099.8  ;91.601  ;28.04  ;-42.975
  ;636  ;1  ;13,022  ;398.98  ;-1,099.8  ;-91.601  ;-28.04  ;42.975
  ;  ;2  ;-13,022  ;-399.33  ;1,099.8  ;137.66  ;44.756  ;-42.975
  ;637  ;1  ;13,022  ;399.33  ;-1,099.8  ;-137.66  ;-44.756  ;42.975
  ;  ;2  ;-13,022  ;-399.67  ;1,099.7  ;183.71  ;61.486  ;-42.975
  ;638  ;1  ;13,022  ;399.67  ;-1,099.7  ;-183.71  ;-61.485  ;42.975
  ;  ;2  ;-13,022  ;-400.02  ;1,099.7  ;229.77  ;78.23  ;-42.975
Beam-63(Circuler tube 1X0.06(16_GAUGE)(2)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;639  ;1  ;2,005.6  ;4,997  ;-2,042.3  ;-249.27  ;-796.62  ;35.353
  ;  ;2  ;-2,005.6  ;-4,997.2  ;2,042.3  ;284.87  ;883.72  ;-35.353
  ;640  ;1  ;2,842.8  ;4,573  ;-2,042.3  ;-286.68  ;-883.72  ;-14.651
  ;  ;2  ;-2,842.9  ;-4,573.2  ;2,042.3  ;322.28  ;963.44  ;14.651
  ;641  ;1  ;3,593.8  ;4,010  ;-2,042.3  ;-314.84  ;-963.44  ;-70.391
  ;  ;2  ;-3,593.9  ;-4,010.2  ;2,042.3  ;350.44  ;1,033.3  ;70.391
  ;642  ;1  ;4,235.6  ;3,325.2  ;-2,042.3  ;-332.89  ;-1,033.3  ;-130.17
  ;  ;2  ;-4,235.7  ;-3,325.3  ;2,042.3  ;368.49  ;1,091.3  ;130.17
  ;643  ;1  ;4,748.8  ;2,539.2  ;-2,042.3  ;-340.28  ;-1,091.3  ;-192.18
  ;  ;2  ;-4,748.9  ;-2,539.4  ;2,042.3  ;375.88  ;1,135.6  ;192.18
