sep=;
11:59; Saturday; October 05; 2024
Study name:Rear_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;  ;2  ;-44,396  ;109.79  ;-91.069  ;-39.165  ;5.6565  ;-73.78
  ;122  ;1  ;44,396  ;-109.81  ;91.067  ;39.165  ;-5.6565  ;73.78
  ;  ;2  ;-44,396  ;109.46  ;-91.071  ;-42.859  ;1.2095  ;-73.78
  ;123  ;1  ;44,396  ;-109.47  ;91.073  ;42.859  ;-1.2095  ;73.78
  ;  ;2  ;-44,396  ;109.12  ;-91.077  ;-46.553  ;-3.2236  ;-73.78
  ;124  ;1  ;44,396  ;-109.08  ;91.043  ;46.553  ;3.2234  ;73.78
  ;  ;2  ;-44,397  ;108.73  ;-91.047  ;-50.246  ;-7.6407  ;-73.78
  ;125  ;1  ;44,397  ;-108.8  ;91.111  ;50.246  ;7.6411  ;73.78
  ;  ;2  ;-44,397  ;108.45  ;-91.115  ;-53.941  ;-12.047  ;-73.78
  ;126  ;1  ;44,397  ;-108.39  ;91.085  ;53.941  ;12.047  ;73.78
  ;  ;2  ;-44,397  ;108.04  ;-91.089  ;-57.636  ;-16.436  ;-73.78
  ;127  ;1  ;44,397  ;-108.07  ;91.055  ;57.636  ;16.436  ;73.78
  ;  ;2  ;-44,397  ;107.72  ;-91.059  ;-61.329  ;-20.812  ;-73.78
  ;128  ;1  ;44,397  ;-107.72  ;91.091  ;61.329  ;20.812  ;73.78
  ;  ;2  ;-44,397  ;107.37  ;-91.095  ;-65.024  ;-25.174  ;-73.78
  ;129  ;1  ;44,397  ;-107.34  ;91.096  ;65.024  ;25.174  ;73.78
  ;  ;2  ;-44,397  ;106.99  ;-91.1  ;-68.719  ;-29.521  ;-73.78
  ;130  ;1  ;44,397  ;-107.02  ;91.1  ;68.719  ;29.521  ;73.78
  ;  ;2  ;-44,397  ;106.67  ;-91.104  ;-72.414  ;-33.855  ;-73.78
  ;131  ;1  ;44,397  ;-106.67  ;91.103  ;72.414  ;33.855  ;73.78
  ;  ;2  ;-44,397  ;106.32  ;-91.107  ;-76.109  ;-38.174  ;-73.78
Beam-13(Circuler tube 1X0.08(14_GAUGE)(2)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;132  ;1  ;-23,441  ;-272.11  ;3,942.6  ;-1,303.7  ;-140.15  ;64.325
  ;  ;2  ;23,440  ;272.04  ;-3,942.6  ;1,145.2  ;129.21  ;-64.325
  ;133  ;1  ;-23,440  ;-272.01  ;3,942.6  ;-1,145.2  ;-129.21  ;64.324
  ;  ;2  ;23,440  ;271.95  ;-3,942.7  ;986.6  ;118.27  ;-64.324
  ;134  ;1  ;-23,440  ;-271.98  ;3,942.7  ;-986.6  ;-118.27  ;64.325
  ;  ;2  ;23,439  ;271.92  ;-3,942.7  ;828.03  ;107.33  ;-64.325
  ;135  ;1  ;-23,439  ;-271.92  ;3,942.7  ;-828.03  ;-107.33  ;64.325
  ;  ;2  ;23,439  ;271.85  ;-3,942.8  ;669.47  ;96.398  ;-64.325
  ;136  ;1  ;-23,439  ;-271.86  ;3,942.8  ;-669.47  ;-96.398  ;64.325
  ;  ;2  ;23,438  ;271.79  ;-3,942.8  ;510.9  ;85.466  ;-64.325
  ;137  ;1  ;-23,438  ;-271.76  ;3,942.8  ;-510.9  ;-85.466  ;64.324
  ;  ;2  ;23,438  ;271.7  ;-3,942.9  ;352.33  ;74.538  ;-64.324
  ;138  ;1  ;-23,438  ;-271.76  ;3,942.9  ;-352.33  ;-74.538  ;64.325
  ;  ;2  ;23,438  ;271.7  ;-3,942.9  ;193.76  ;63.61  ;-64.325
  ;139  ;1  ;-23,438  ;-271.63  ;3,943  ;-193.76  ;-63.61  ;64.325
  ;  ;2  ;23,437  ;271.56  ;-3,943  ;35.183  ;52.687  ;-64.325
  ;140  ;1  ;-23,437  ;-271.57  ;3,943  ;-35.183  ;-52.687  ;64.325
  ;  ;2  ;23,437  ;271.51  ;-3,943  ;-123.39  ;41.767  ;-64.325
  ;141  ;1  ;-23,437  ;-271.54  ;3,943  ;123.39  ;-41.767  ;64.325
  ;  ;2  ;23,436  ;271.48  ;-3,943.1  ;-281.97  ;30.847  ;-64.325
  ;142  ;1  ;-23,436  ;-271.48  ;3,943.1  ;281.97  ;-30.847  ;64.325
  ;  ;2  ;23,436  ;271.42  ;-3,943.1  ;-440.55  ;19.93  ;-64.325
Beam-14(Circuler tube 1X0.06(16_GAUGE)(13)[4])  ;  ;  ;  ;  ;  ;  ;  ;
  ;143  ;1  ;35,500  ;-1,736.1  ;-1,297.1  ;168.79  ;-161.65  ;50.44
  ;  ;2  ;-35,500  ;1,735.8  ;1,297.1  ;-116.94  ;92.253  ;-50.44
  ;144  ;1  ;35,500  ;-1,735.8  ;-1,297.1  ;116.94  ;-92.253  ;50.439
  ;  ;2  ;-35,500  ;1,735.4  ;1,297.1  ;-65.077  ;22.865  ;-50.439
  ;145  ;1  ;35,500  ;-1,735.4  ;-1,297.1  ;65.077  ;-22.865  ;50.439
  ;  ;2  ;-35,500  ;1,735.1  ;1,297.1  ;-13.219  ;-46.508  ;-50.439
  ;146  ;1  ;35,500  ;-1,735.1  ;-1,297.1  ;13.219  ;46.508  ;50.439
  ;  ;2  ;-35,500  ;1,734.7  ;1,297.1  ;38.639  ;-115.87  ;-50.439
  ;147  ;1  ;35,500  ;-1,734.7  ;-1,297.1  ;-38.639  ;115.87  ;50.44
  ;  ;2  ;-35,500  ;1,734.3  ;1,297.1  ;90.498  ;-185.21  ;-50.44
Beam-15(Circuler tube 1X0.06(16_GAUGE)(56)[17])  ;  ;  ;  ;  ;  ;  ;  ;
  ;148  ;1  ;23,883  ;1,633.1  ;-1,501.3  ;963.2  ;815.58  ;102.99
  ;  ;2  ;-23,883  ;-1,633.5  ;1,501.3  ;-895.84  ;-742.3  ;-102.99
  ;149  ;1  ;23,883  ;1,633.5  ;-1,501.3  ;895.84  ;742.3  ;102.99
  ;  ;2  ;-23,883  ;-1,633.9  ;1,501.3  ;-828.48  ;-669  ;-102.99
  ;150  ;1  ;23,883  ;1,633.8  ;-1,501.3  ;828.48  ;669  ;102.99
  ;  ;2  ;-23,883  ;-1,634.2  ;1,501.3  ;-761.12  ;-595.68  ;-102.99
  ;151  ;1  ;23,883  ;1,634.2  ;-1,501.3  ;761.12  ;595.68  ;102.99
  ;  ;2  ;-23,883  ;-1,634.6  ;1,501.3  ;-693.76  ;-522.35  ;-102.99
  ;152  ;1  ;23,883  ;1,634.5  ;-1,501.3  ;693.76  ;522.35  ;102.99
  ;  ;2  ;-23,883  ;-1,634.9  ;1,501.3  ;-626.4  ;-449  ;-102.99
Beam-16(Circuler tube 1X0.06(16_GAUGE)(13)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;153  ;1  ;64,907  ;8,802.2  ;2,351.2  ;-143.4  ;941.35  ;-112.63
  ;  ;2  ;-64,907  ;-8,801.8  ;-2,351.2  ;49.018  ;-588.01  ;112.63
  ;154  ;1  ;64,907  ;8,801.8  ;2,351.2  ;-49.018  ;588.01  ;-112.63
  ;  ;2  ;-64,907  ;-8,801.4  ;-2,351.2  ;-45.366  ;-234.68  ;112.63
  ;155  ;1  ;64,907  ;8,801.4  ;2,351.2  ;45.366  ;234.68  ;-112.63
  ;  ;2  ;-64,907  ;-8,801.1  ;-2,351.2  ;-139.75  ;118.63  ;112.63
  ;156  ;1  ;64,907  ;8,801.1  ;2,351.2  ;139.75  ;-118.63  ;-112.63
  ;  ;2  ;-64,907  ;-8,800.7  ;-2,351.2  ;-234.14  ;471.93  ;112.63
  ;157  ;1  ;64,907  ;8,800.7  ;2,351.2  ;234.14  ;-471.93  ;-112.63
  ;  ;2  ;-64,907  ;-8,800.4  ;-2,351.2  ;-328.52  ;825.21  ;112.63
Beam-17(Circuler tube 1X0.06(16_GAUGE)(13)[10])  ;  ;  ;  ;  ;  ;  ;  ;
  ;158  ;1  ;79,783  ;42.578  ;-92.414  ;0.26984  ;-0.27195  ;1.1089
  ;  ;2  ;-79,783  ;-42.578  ;92.757  ;3.3427  ;1.9333  ;-1.1089
  ;159  ;1  ;79,783  ;42.652  ;-92.759  ;-3.3427  ;-1.9333  ;1.1089
  ;  ;2  ;-79,783  ;-42.652  ;93.102  ;6.9687  ;3.5975  ;-1.1089
  ;160  ;1  ;79,783  ;42.622  ;-93.072  ;-6.9687  ;-3.5975  ;1.1089
  ;  ;2  ;-79,783  ;-42.622  ;93.415  ;10.607  ;5.2606  ;-1.1089
  ;161  ;1  ;79,783  ;42.608  ;-93.443  ;-10.607  ;-5.2606  ;1.1089
  ;  ;2  ;-79,783  ;-42.608  ;93.786  ;14.26  ;6.9231  ;-1.1089
  ;162  ;1  ;79,783  ;42.666  ;-93.76  ;-14.26  ;-6.9231  ;1.1089
  ;  ;2  ;-79,783  ;-42.666  ;94.103  ;17.925  ;8.5878  ;-1.1089
  ;163  ;1  ;79,783  ;42.578  ;-94.13  ;-17.925  ;-8.5878  ;1.1089
  ;  ;2  ;-79,783  ;-42.578  ;94.473  ;21.604  ;10.249  ;-1.1089
  ;164  ;1  ;79,783  ;42.652  ;-94.444  ;-21.604  ;-10.249  ;1.1089
  ;  ;2  ;-79,783  ;-42.652  ;94.788  ;25.296  ;11.913  ;-1.1089
  ;165  ;1  ;79,783  ;42.622  ;-94.818  ;-25.296  ;-11.913  ;1.1089
  ;  ;2  ;-79,783  ;-42.622  ;95.162  ;29.003  ;13.576  ;-1.1089
  ;166  ;1  ;79,783  ;42.622  ;-95.131  ;-29.002  ;-13.577  ;1.1089
  ;  ;2  ;-79,783  ;-42.622  ;95.474  ;32.721  ;15.24  ;-1.1089
  ;167  ;1  ;79,783  ;42.648  ;-95.504  ;-32.721  ;-15.24  ;1.1089
  ;  ;2  ;-79,783  ;-42.648  ;95.847  ;36.454  ;16.904  ;-1.1089
Beam-18(Circuler tube 1X0.08(14_GAUGE)(3)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;168  ;1  ;-19,571  ;69.309  ;-205.13  ;342.68  ;-11.567  ;26.105
  ;  ;2  ;19,571  ;-69.309  ;205.58  ;-334.42  ;14.354  ;-26.105
  ;169  ;1  ;-19,571  ;69.311  ;-205.55  ;334.42  ;-14.352  ;26.105
  ;  ;2  ;19,571  ;-69.311  ;206.01  ;-326.15  ;17.139  ;-26.105
  ;170  ;1  ;-19,571  ;69.308  ;-206.07  ;326.15  ;-17.143  ;26.105
  ;  ;2  ;19,571  ;-69.308  ;206.52  ;-317.85  ;19.93  ;-26.105
  ;171  ;1  ;-19,571  ;69.31  ;-206.46  ;317.85  ;-19.927  ;26.105
  ;  ;2  ;19,571  ;-69.31  ;206.92  ;-309.54  ;22.714  ;-26.105
  ;172  ;1  ;-19,571  ;69.309  ;-206.95  ;309.54  ;-22.715  ;26.105
  ;  ;2  ;19,571  ;-69.309  ;207.4  ;-301.21  ;25.502  ;-26.105
  ;173  ;1  ;-19,571  ;69.309  ;-207.43  ;301.21  ;-25.502  ;26.105
  ;  ;2  ;19,571  ;-69.309  ;207.89  ;-292.86  ;28.289  ;-26.105
  ;174  ;1  ;-19,571  ;69.309  ;-207.83  ;292.86  ;-28.289  ;26.105
  ;  ;2  ;19,571  ;-69.309  ;208.29  ;-284.49  ;31.076  ;-26.105
  ;175  ;1  ;-19,571  ;69.309  ;-208.31  ;284.49  ;-31.076  ;26.105
  ;  ;2  ;19,571  ;-69.309  ;208.77  ;-276.11  ;33.863  ;-26.105
  ;176  ;1  ;-19,571  ;69.31  ;-208.8  ;276.11  ;-33.862  ;26.105
  ;  ;2  ;19,571  ;-69.31  ;209.25  ;-267.7  ;36.649  ;-26.105
  ;177  ;1  ;-19,571  ;69.308  ;-209.2  ;267.7  ;-36.651  ;26.105
  ;  ;2  ;19,571  ;-69.308  ;209.65  ;-259.28  ;39.438  ;-26.105
  ;178  ;1  ;-19,571  ;69.311  ;-209.71  ;259.28  ;-39.435  ;26.105
  ;  ;2  ;19,571  ;-69.311  ;210.16  ;-250.84  ;42.222  ;-26.105
  ;179  ;1  ;-19,571  ;69.309  ;-210.14  ;250.84  ;-42.224  ;26.105
  ;  ;2  ;19,571  ;-69.309  ;210.59  ;-242.38  ;45.011  ;-26.105
Beam-19(Circuler tube 1X0.08(14_GAUGE)(1)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;180  ;1  ;5,754.9  ;1,000.2  ;3,102  ;-277.56  ;242.82  ;-76.242
  ;  ;2  ;-5,755.3  ;-1,000.3  ;-3,102  ;159.96  ;-204.91  ;76.242
  ;181  ;1  ;5,755.3  ;1,000.3  ;3,102  ;-159.96  ;204.91  ;-76.242
  ;  ;2  ;-5,755.7  ;-1,000.3  ;-3,102  ;42.368  ;-166.98  ;76.242
  ;182  ;1  ;5,755.7  ;1,000.3  ;3,102  ;-42.368  ;166.98  ;-76.242
  ;  ;2  ;-5,756.1  ;-1,000.4  ;-3,102  ;-75.229  ;-129.06  ;76.242
  ;183  ;1  ;5,756.1  ;1,000.4  ;3,102  ;75.229  ;129.06  ;-76.242
  ;  ;2  ;-5,756.6  ;-1,000.5  ;-3,102  ;-192.83  ;-91.133  ;76.242
Beam-20(Circuler tube 1X0.08(14_GAUGE)(1)[4])  ;  ;  ;  ;  ;  ;  ;  ;
  ;184  ;1  ;-13,066  ;584.21  ;404.85  ;225.93  ;59.682  ;3.4386
  ;  ;2  ;13,066  ;-584.21  ;-404.37  ;-243.27  ;-34.644  ;-3.4386
  ;185  ;1  ;-13,066  ;584.21  ;404.37  ;243.27  ;34.644  ;3.4385
  ;  ;2  ;13,066  ;-584.21  ;-403.88  ;-260.59  ;-9.6064  ;-3.4385
  ;186  ;1  ;-13,066  ;584.21  ;403.88  ;260.59  ;9.6064  ;3.4386
  ;  ;2  ;13,066  ;-584.21  ;-403.4  ;-277.89  ;15.431  ;-3.4386
  ;187  ;1  ;-13,066  ;584.21  ;403.4  ;277.89  ;-15.431  ;3.4386
  ;  ;2  ;13,066  ;-584.21  ;-402.91  ;-295.16  ;40.469  ;-3.4386
  ;188  ;1  ;-13,066  ;584.21  ;402.91  ;295.16  ;-40.469  ;3.4385
  ;  ;2  ;13,066  ;-584.21  ;-402.43  ;-312.42  ;65.506  ;-3.4385
  ;189  ;1  ;-13,066  ;584.21  ;402.43  ;312.42  ;-65.506  ;3.4386
  ;  ;2  ;13,066  ;-584.21  ;-401.94  ;-329.66  ;90.544  ;-3.4386
  ;190  ;1  ;-13,066  ;584.21  ;401.94  ;329.66  ;-90.544  ;3.4385
  ;  ;2  ;13,066  ;-584.21  ;-401.46  ;-346.87  ;115.58  ;-3.4385
Beam-21(Circuler tube 1X0.06(16_GAUGE)(56)[8])  ;  ;  ;  ;  ;  ;  ;  ;
  ;191  ;1  ;13,381  ;2,379.7  ;1,946.8  ;-663.26  ;674.18  ;-80.495
  ;  ;2  ;-13,381  ;-2,380  ;-1,946.8  ;584.09  ;-577.4  ;80.495
  ;192  ;1  ;13,381  ;2,380  ;1,946.8  ;-584.08  ;577.4  ;-80.495
  ;  ;2  ;-13,381  ;-2,380.4  ;-1,946.8  ;504.91  ;-480.6  ;80.495
  ;193  ;1  ;13,381  ;2,380.3  ;1,946.8  ;-504.91  ;480.6  ;-80.495
  ;  ;2  ;-13,381  ;-2,380.6  ;-1,946.8  ;425.74  ;-383.79  ;80.495
  ;194  ;1  ;13,381  ;2,380.6  ;1,946.8  ;-425.74  ;383.79  ;-80.495
  ;  ;2  ;-13,382  ;-2,381  ;-1,946.8  ;346.57  ;-286.97  ;80.495
  ;195  ;1  ;13,382  ;2,381  ;1,946.8  ;-346.57  ;286.97  ;-80.495
  ;  ;2  ;-13,382  ;-2,381.3  ;-1,946.8  ;267.39  ;-190.13  ;80.495
  ;196  ;1  ;13,382  ;2,381.3  ;1,946.8  ;-267.39  ;190.13  ;-80.495
  ;  ;2  ;-13,382  ;-2,381.6  ;-1,946.8  ;188.22  ;-93.28  ;80.495
  ;197  ;1  ;13,382  ;2,381.6  ;1,946.8  ;-188.22  ;93.28  ;-80.495
  ;  ;2  ;-13,382  ;-2,381.9  ;-1,946.8  ;109.05  ;3.5823  ;80.495
  ;198  ;1  ;13,382  ;2,381.9  ;1,946.8  ;-109.05  ;-3.5824  ;-80.495
  ;  ;2  ;-13,382  ;-2,382.2  ;-1,946.8  ;29.874  ;100.46  ;80.495
  ;199  ;1  ;13,382  ;2,382.3  ;1,946.8  ;-29.874  ;-100.46  ;-80.495
  ;  ;2  ;-13,382  ;-2,382.6  ;-1,946.8  ;-49.299  ;197.35  ;80.495
  ;200  ;1  ;13,382  ;2,382.6  ;1,946.8  ;49.299  ;-197.35  ;-80.495
  ;  ;2  ;-13,383  ;-2,382.9  ;-1,946.8  ;-128.47  ;294.25  ;80.495
  ;201  ;1  ;13,383  ;2,382.9  ;1,946.8  ;128.47  ;-294.25  ;-80.495
  ;  ;2  ;-13,383  ;-2,383.2  ;-1,946.8  ;-207.64  ;391.16  ;80.495
  ;202  ;1  ;13,383  ;2,383.2  ;1,946.8  ;207.64  ;-391.16  ;-80.496
  ;  ;2  ;-13,383  ;-2,383.5  ;-1,946.8  ;-286.82  ;488.09  ;80.496
  ;203  ;1  ;13,383  ;2,383.5  ;1,946.8  ;286.82  ;-488.09  ;-80.495
  ;  ;2  ;-13,383  ;-2,383.8  ;-1,946.8  ;-365.99  ;585.03  ;80.495
Beam-22(Circuler tube 1X0.06(16_GAUGE)(2)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;204  ;1  ;9,300.8  ;910.67  ;55,716  ;-2,732.7  ;252.87  ;146.25
  ;  ;2  ;-9,300.8  ;-910.52  ;-55,716  ;1,761.5  ;-237  ;-146.25
  ;205  ;1  ;9,001.4  ;2,511.7  ;55,716  ;-1,709.3  ;237  ;449.91
  ;  ;2  ;-9,001.4  ;-2,511.6  ;-55,716  ;738.12  ;-193.22  ;-449.91
  ;206  ;1  ;8,428.5  ;4,036.5  ;55,716  ;-648.78  ;193.22  ;571.25
  ;  ;2  ;-8,428.6  ;-4,036.4  ;-55,716  ;-322.41  ;-122.86  ;-571.25
  ;207  ;1  ;7,599.6  ;5,438.7  ;55,716  ;416.71  ;122.86  ;506.58
  ;  ;2  ;-7,599.7  ;-5,438.5  ;-55,716  ;-1,387.9  ;-28.058  ;-506.58
  ;208  ;1  ;6,539.9  ;6,675.6  ;55,716  ;1,454.8  ;28.058  ;257.88
  ;  ;2  ;-6,540  ;-6,675.5  ;-55,716  ;-2,426  ;88.304  ;-257.88
  ;209  ;1  ;5,281.4  ;7,709.7  ;55,716  ;2,433.9  ;-88.304  ;-167.31
  ;  ;2  ;-5,281.6  ;-7,709.6  ;-55,716  ;-3,405.1  ;222.69  ;167.31
  ;210  ;1  ;3,862.6  ;8,509.6  ;55,716  ;3,324.3  ;-222.69  ;-756.05
  ;  ;2  ;-3,862.7  ;-8,509.6  ;-55,716  ;-4,295.5  ;371.03  ;756.05
  ;211  ;1  ;2,326.3  ;9,051  ;55,716  ;4,099  ;-371.03  ;-1,490.5
  ;  ;2  ;-2,326.5  ;-9,051  ;-55,716  ;-5,070.2  ;528.79  ;1,490.5
  ;212  ;1  ;719.45  ;9,317.5  ;55,716  ;4,734.3  ;-528.79  ;-2,348.3
  ;  ;2  ;-719.6  ;-9,317.5  ;-55,716  ;-5,705.5  ;691.21  ;2,348.3
Beam-23(Circuler tube 1X0.08(14_GAUGE)(2)[4])  ;  ;  ;  ;  ;  ;  ;  ;
  ;213  ;1  ;-265.35  ;-68.804  ;-678.56  ;38.275  ;75.388  ;-83.516
  ;  ;2  ;265.5  ;68.749  ;678.59  ;-28.189  ;-76.41  ;83.516
  ;214  ;1  ;-278.28  ;-9.4007  ;-676.88  ;39.848  ;77.879  ;-77.168
  ;  ;2  ;278.43  ;9.32  ;676.9  ;-29.787  ;-78.018  ;77.168
  ;215  ;1  ;-283.59  ;50.153  ;-672.95  ;40.454  ;79.63  ;-70.367
  ;  ;2  ;283.73  ;-50.257  ;672.96  ;-30.451  ;-78.884  ;70.367
  ;216  ;1  ;-281.15  ;108.19  ;-667.2  ;40.129  ;80.528  ;-63.297
  ;  ;2  ;281.26  ;-108.32  ;667.21  ;-30.211  ;-78.918  ;63.297
  ;217  ;1  ;-270.98  ;163.15  ;-660.27  ;38.926  ;80.492  ;-56.152
  ;  ;2  ;271.07  ;-163.29  ;660.28  ;-29.112  ;-78.066  ;56.152
  ;218  ;1  ;-253.38  ;213.57  ;-652.92  ;36.913  ;79.492  ;-49.127
  ;  ;2  ;253.45  ;-213.72  ;652.92  ;-27.208  ;-76.316  ;49.127
  ;219  ;1  ;-228.82  ;258.15  ;-645.93  ;34.158  ;77.54  ;-42.412
  ;  ;2  ;228.86  ;-258.31  ;645.93  ;-24.557  ;-73.701  ;42.412
  ;220  ;1  ;-197.97  ;295.75  ;-640.05  ;30.731  ;74.696  ;-36.191
  ;  ;2  ;197.98  ;-295.92  ;640.05  ;-21.217  ;-70.299  ;36.191
  ;221  ;1  ;-161.66  ;325.43  ;-635.92  ;26.701  ;71.067  ;-30.634
  ;  ;2  ;161.65  ;-325.6  ;635.92  ;-17.248  ;-66.229  ;30.634
  ;222  ;1  ;-120.89  ;346.41  ;-633.97  ;22.137  ;66.796  ;-25.893
  ;  ;2  ;120.85  ;-346.58  ;633.97  ;-12.714  ;-61.646  ;25.893
  ;223  ;1  ;-76.767  ;358.11  ;-634.43  ;17.114  ;62.058  ;-22.096
  ;  ;2  ;76.7  ;-358.27  ;634.43  ;-7.6838  ;-56.733  ;22.096
  ;224  ;1  ;-30.495  ;360.16  ;-637.26  ;11.711  ;57.048  ;-19.349
  ;  ;2  ;30.404  ;-360.3  ;637.26  ;-2.2393  ;-51.693  ;19.349
  ;225  ;1  ;16.652  ;352.43  ;-642.16  ;6.0227  ;51.972  ;-17.725
  ;  ;2  ;-16.765  ;-352.55  ;642.17  ;3.5223  ;-46.733  ;17.725
  ;226  ;1  ;63.378  ;335.02  ;-648.62  ;0.15779  ;47.036  ;-17.268
  ;  ;2  ;-63.51  ;-335.12  ;648.63  ;9.4832  ;-42.055  ;17.268
  ;227  ;1  ;108.42  ;308.32  ;-655.93  ;-5.7539  ;42.425  ;-17.993
  ;  ;2  ;-108.57  ;-308.4  ;655.95  ;15.504  ;-37.842  ;17.993
  ;228  ;1  ;150.52  ;272.99  ;-663.32  ;-11.564  ;38.305  ;-19.877
  ;  ;2  ;-150.68  ;-273.04  ;663.34  ;21.423  ;-34.247  ;19.877
Beam-24(Circuler tube 1X0.06(16_GAUGE)(56)[14])  ;  ;  ;  ;  ;  ;  ;  ;
  ;229  ;1  ;-8.175  ;0.14664  ;0.13812  ;-0.00035797  ;0.00041916  ;0
  ;  ;2  ;8.1655  ;-0.19131  ;-0.13761  ;-0.00035752  ;0.00045779  ;0
  ;230  ;1  ;65,840  ;-51.244  ;-307.16  ;116.77  ;-34.439  ;-57.666
  ;  ;2  ;-65,840  ;50.895  ;307.16  ;-104.31  ;32.368  ;57.666
  ;231  ;1  ;65,840  ;-50.845  ;-307.21  ;104.31  ;-32.367  ;-57.666
  ;  ;2  ;-65,840  ;50.496  ;307.22  ;-91.855  ;30.312  ;57.666
  ;232  ;1  ;65,840  ;-50.498  ;-307.17  ;91.855  ;-30.313  ;-57.666
  ;  ;2  ;-65,840  ;50.149  ;307.17  ;-79.399  ;28.272  ;57.666
  ;233  ;1  ;65,840  ;-50.129  ;-307.17  ;79.399  ;-28.272  ;-57.666
  ;  ;2  ;-65,840  ;49.78  ;307.17  ;-66.943  ;26.247  ;57.666
  ;234  ;1  ;65,840  ;-49.826  ;-307.22  ;66.943  ;-26.246  ;-57.666
  ;  ;2  ;-65,840  ;49.477  ;307.22  ;-54.484  ;24.233  ;57.666
  ;235  ;1  ;65,840  ;-49.497  ;-307.23  ;54.485  ;-24.233  ;-57.666
  ;  ;2  ;-65,840  ;49.148  ;307.23  ;-42.026  ;22.233  ;57.666
  ;236  ;1  ;65,840  ;-49.081  ;-307.18  ;42.026  ;-22.233  ;-57.666
  ;  ;2  ;-65,840  ;48.732  ;307.18  ;-29.569  ;20.25  ;57.666
  ;237  ;1  ;65,840  ;-48.752  ;-307.24  ;29.569  ;-20.25  ;-57.666
  ;  ;2  ;-65,841  ;48.403  ;307.24  ;-17.11  ;18.28  ;57.666
  ;238  ;1  ;65,841  ;-48.383  ;-307.19  ;17.11  ;-18.28  ;-57.666
  ;  ;2  ;-65,841  ;48.034  ;307.19  ;-4.6534  ;16.325  ;57.666
  ;239  ;1  ;65,841  ;-48.081  ;-307.24  ;4.6534  ;-16.325  ;-57.666
  ;  ;2  ;-65,841  ;47.732  ;307.24  ;7.8056  ;14.382  ;57.666
  ;240  ;1  ;65,841  ;-47.753  ;-307.2  ;-7.8056  ;-14.382  ;-57.666
  ;  ;2  ;-65,841  ;47.404  ;307.2  ;20.263  ;12.453  ;57.666
  ;241  ;1  ;65,841  ;-47.336  ;-307.25  ;-20.263  ;-12.453  ;-57.666
  ;  ;2  ;-65,841  ;46.987  ;307.25  ;32.722  ;10.54  ;57.666
  ;242  ;1  ;65,841  ;-47.007  ;-307.21  ;-32.722  ;-10.54  ;-57.666
  ;  ;2  ;-65,841  ;46.658  ;307.21  ;45.18  ;8.6411  ;57.666
  ;243  ;1  ;65,841  ;-46.685  ;-307.25  ;-45.18  ;-8.6411  ;-57.666
  ;  ;2  ;-65,841  ;46.336  ;307.26  ;57.64  ;6.755  ;57.666
  ;244  ;1  ;65,841  ;-46.309  ;-307.21  ;-57.64  ;-6.7551  ;-57.666
  ;  ;2  ;-65,841  ;45.96  ;307.22  ;70.098  ;4.8843  ;57.666
  ;245  ;1  ;65,841  ;-45.95  ;-307.26  ;-70.098  ;-4.8841  ;-57.666
  ;  ;2  ;-65,841  ;45.601  ;307.27  ;82.558  ;3.0278  ;57.666
  ;246  ;1  ;65,841  ;-45.638  ;-307.27  ;-82.558  ;-3.0278  ;-57.666
  ;  ;2  ;-65,841  ;45.289  ;307.27  ;95.018  ;1.1842  ;57.666
  ;247  ;1  ;65,841  ;-45.251  ;-307.22  ;-95.018  ;-1.1845  ;-57.666
  ;  ;2  ;-65,841  ;44.902  ;307.23  ;107.48  ;-0.6434  ;57.666
  ;248  ;1  ;65,841  ;-44.902  ;-307.23  ;-107.48  ;0.6434  ;-57.666
  ;  ;2  ;-65,841  ;44.553  ;307.23  ;119.94  ;-2.4572  ;57.666
  ;249  ;1  ;65,841  ;-44.602  ;-307.28  ;-119.94  ;2.4578  ;-57.666
  ;  ;2  ;-65,841  ;44.253  ;307.28  ;132.4  ;-4.2594  ;57.666
  ;250  ;1  ;65,841  ;-44.251  ;-307.24  ;-132.4  ;4.2586  ;-57.666
  ;  ;2  ;-65,841  ;43.902  ;307.24  ;144.86  ;-6.046  ;57.666
  ;251  ;1  ;65,841  ;-43.857  ;-307.29  ;-144.86  ;6.0469  ;-57.666
  ;  ;2  ;-65,842  ;43.508  ;307.29  ;157.32  ;-7.8183  ;57.666
  ;252  ;1  ;65,842  ;-43.553  ;-307.29  ;-157.32  ;7.8183  ;-57.666
  ;  ;2  ;-65,842  ;43.204  ;307.3  ;169.78  ;-9.5773  ;57.666
Beam-25(Circuler tube 1X0.06(16_GAUGE)(2)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;253  ;1  ;9,417.4  ;3,234  ;-9,390  ;823.48  ;212.8  ;722.57
  ;  ;2  ;-9,417.1  ;-3,234  ;9,390  ;-467.52  ;-90.207  ;-722.57
  ;254  ;1  ;9,417.1  ;3,234  ;-9,390  ;467.52  ;90.207  ;722.57
