sep=;
11:59; Saturday; October 05; 2024
Study name:Rear_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;  ;2  ;-2,620.9  ;-36.969  ;324.53  ;-2.824  ;-89.624  ;20.301
  ;383  ;1  ;2,620.9  ;36.959  ;-324.53  ;2.8265  ;89.624  ;-20.301
  ;  ;2  ;-2,621.4  ;-36.838  ;324.59  ;11.161  ;-88.034  ;20.301
  ;384  ;1  ;2,621.4  ;36.846  ;-324.6  ;-11.164  ;88.033  ;-20.301
  ;  ;2  ;-2,621.8  ;-36.725  ;324.66  ;25.155  ;-86.448  ;20.301
  ;385  ;1  ;2,621.8  ;36.726  ;-324.66  ;-25.155  ;86.448  ;-20.301
  ;  ;2  ;-2,622.3  ;-36.605  ;324.73  ;39.149  ;-84.868  ;20.301
  ;386  ;1  ;2,622.3  ;36.604  ;-324.73  ;-39.149  ;84.868  ;-20.301
  ;  ;2  ;-2,622.8  ;-36.483  ;324.79  ;53.145  ;-83.293  ;20.301
  ;387  ;1  ;4,280.3  ;6,925.1  ;-469.68  ;-0.56018  ;161.53  ;-67.587
  ;  ;2  ;-4,280.7  ;-6,925  ;469.74  ;18.175  ;98.171  ;67.587
  ;388  ;1  ;4,280.7  ;6,925  ;-469.86  ;-18.177  ;-98.171  ;-67.587
  ;  ;2  ;-4,281.2  ;-6,924.9  ;469.91  ;35.799  ;357.87  ;67.587
  ;389  ;1  ;4,281.1  ;6,924.9  ;-469.82  ;-35.793  ;-357.87  ;-67.588
  ;  ;2  ;-4,281.6  ;-6,924.8  ;469.88  ;53.413  ;617.56  ;67.588
  ;390  ;1  ;4,281.6  ;6,924.8  ;-469.88  ;-53.413  ;-617.56  ;-67.588
  ;  ;2  ;-4,282  ;-6,924.7  ;469.93  ;71.035  ;877.26  ;67.588
  ;391  ;1  ;4,282  ;6,924.7  ;-469.93  ;-71.035  ;-877.26  ;-67.588
  ;  ;2  ;-4,282.4  ;-6,924.6  ;469.99  ;88.66  ;1,136.9  ;67.588
  ;392  ;1  ;-728.99  ;-11,985  ;142.41  ;-60.5  ;-1,475.8  ;-118.52
  ;  ;2  ;728.51  ;11,985  ;-142.35  ;54.156  ;941.83  ;118.52
  ;393  ;1  ;-728.5  ;-11,985  ;142.39  ;-54.16  ;-941.83  ;-118.51
  ;  ;2  ;728.02  ;11,985  ;-142.33  ;47.817  ;407.8  ;118.51
  ;394  ;1  ;-728.02  ;-11,985  ;142.31  ;-47.816  ;-407.8  ;-118.51
  ;  ;2  ;727.54  ;11,985  ;-142.25  ;41.476  ;-126.23  ;118.51
  ;395  ;1  ;-727.53  ;-11,985  ;142.24  ;-41.476  ;126.23  ;-118.51
  ;  ;2  ;727.05  ;11,985  ;-142.18  ;35.14  ;-660.26  ;118.51
  ;396  ;1  ;-727.04  ;-11,985  ;142.18  ;-35.14  ;660.26  ;-118.51
  ;  ;2  ;726.56  ;11,985  ;-142.11  ;28.806  ;-1,194.3  ;118.51
Beam-39(Circuler tube 1X0.08(14_GAUGE)(1)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;397  ;1  ;6,300.2  ;-3,511.5  ;-4,184.1  ;286.1  ;-222.41  ;37.581
  ;  ;2  ;-6,299.7  ;3,511.4  ;4,184.1  ;-127.48  ;89.292  ;-37.581
  ;398  ;1  ;6,299.7  ;-3,511.4  ;-4,184.1  ;127.48  ;-89.292  ;37.581
  ;  ;2  ;-6,299.3  ;3,511.3  ;4,184.1  ;31.127  ;-43.818  ;-37.581
  ;399  ;1  ;6,299.3  ;-3,511.3  ;-4,184.1  ;-31.127  ;43.818  ;37.581
  ;  ;2  ;-6,298.9  ;3,511.3  ;4,184.1  ;189.74  ;-176.93  ;-37.581
  ;400  ;1  ;6,298.9  ;-3,511.3  ;-4,184.1  ;-189.74  ;176.93  ;37.581
  ;  ;2  ;-6,298.5  ;3,511.2  ;4,184.1  ;348.35  ;-310.03  ;-37.581
Beam-40(Circuler tube 1X0.06(16_GAUGE)(6)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;401  ;1  ;71,757  ;-28.106  ;156.92  ;-75.206  ;-54.806  ;25.608
  ;  ;2  ;-71,757  ;28.106  ;-156.55  ;68.702  ;53.64  ;-25.608
  ;402  ;1  ;71,757  ;-28.105  ;156.6  ;-68.702  ;-53.64  ;25.608
  ;  ;2  ;-71,757  ;28.105  ;-156.24  ;62.211  ;52.473  ;-25.608
  ;403  ;1  ;71,757  ;-28.113  ;156.19  ;-62.211  ;-52.474  ;25.608
  ;  ;2  ;-71,757  ;28.113  ;-155.82  ;55.737  ;51.307  ;-25.608
  ;404  ;1  ;71,757  ;-28.098  ;155.82  ;-55.737  ;-51.307  ;25.608
  ;  ;2  ;-71,757  ;28.098  ;-155.45  ;49.278  ;50.141  ;-25.608
  ;405  ;1  ;71,757  ;-28.105  ;155.45  ;-49.278  ;-50.141  ;25.608
  ;  ;2  ;-71,757  ;28.105  ;-155.09  ;42.834  ;48.975  ;-25.608
  ;406  ;1  ;71,757  ;-28.112  ;155.14  ;-42.835  ;-48.974  ;25.608
  ;  ;2  ;-71,757  ;28.112  ;-154.78  ;36.404  ;47.808  ;-25.608
  ;407  ;1  ;71,757  ;-28.054  ;154.77  ;-36.404  ;-47.808  ;25.608
  ;  ;2  ;-71,757  ;28.054  ;-154.41  ;29.988  ;46.644  ;-25.608
  ;408  ;1  ;71,757  ;-28.112  ;154.36  ;-29.988  ;-46.644  ;25.608
  ;  ;2  ;-71,757  ;28.112  ;-153.99  ;23.59  ;45.477  ;-25.608
  ;409  ;1  ;71,757  ;-28.15  ;153.99  ;-23.59  ;-45.477  ;25.608
  ;  ;2  ;-71,757  ;28.15  ;-153.63  ;17.207  ;44.309  ;-25.608
  ;410  ;1  ;71,757  ;-28.054  ;153.68  ;-17.207  ;-44.309  ;25.608
  ;  ;2  ;-71,757  ;28.054  ;-153.31  ;10.837  ;43.145  ;-25.608
  ;411  ;1  ;71,757  ;-28.112  ;153.26  ;-10.837  ;-43.145  ;25.608
  ;  ;2  ;-71,757  ;28.112  ;-152.9  ;4.4847  ;41.978  ;-25.608
  ;412  ;1  ;71,757  ;-28.105  ;152.9  ;-4.4847  ;-41.978  ;25.608
  ;  ;2  ;-71,757  ;28.105  ;-152.53  ;-1.8528  ;40.812  ;-25.608
  ;413  ;1  ;71,757  ;-28.153  ;152.53  ;1.8528  ;-40.812  ;25.608
  ;  ;2  ;-71,757  ;28.153  ;-152.17  ;-8.1751  ;39.643  ;-25.608
  ;414  ;1  ;71,757  ;-28.058  ;152.27  ;8.1752  ;-39.643  ;25.608
  ;  ;2  ;-71,757  ;28.058  ;-151.9  ;-14.487  ;38.479  ;-25.608
  ;415  ;1  ;71,757  ;-28.109  ;151.8  ;14.487  ;-38.479  ;25.608
  ;  ;2  ;-71,757  ;28.109  ;-151.44  ;-20.779  ;37.313  ;-25.608
  ;416  ;1  ;71,757  ;-28.101  ;151.44  ;20.779  ;-37.313  ;25.608
  ;  ;2  ;-71,757  ;28.101  ;-151.07  ;-27.055  ;36.146  ;-25.608
  ;417  ;1  ;71,757  ;-28.109  ;151.07  ;27.055  ;-36.146  ;25.608
  ;  ;2  ;-71,757  ;28.109  ;-150.71  ;-33.317  ;34.98  ;-25.608
  ;418  ;1  ;71,757  ;-28.131  ;150.7  ;33.317  ;-34.98  ;25.608
  ;  ;2  ;-71,757  ;28.131  ;-150.34  ;-39.564  ;33.812  ;-25.608
  ;419  ;1  ;71,757  ;-28.082  ;150.39  ;39.564  ;-33.812  ;25.608
  ;  ;2  ;-71,757  ;28.082  ;-150.03  ;-45.797  ;32.647  ;-25.608
  ;420  ;1  ;71,757  ;-28.105  ;149.97  ;45.797  ;-32.647  ;25.608
  ;  ;2  ;-71,757  ;28.105  ;-149.61  ;-52.013  ;31.481  ;-25.608
  ;421  ;1  ;71,757  ;-28.107  ;149.61  ;52.013  ;-31.481  ;25.608
  ;  ;2  ;-71,757  ;28.107  ;-149.24  ;-58.214  ;30.314  ;-25.608
  ;422  ;1  ;71,757  ;-28.081  ;149.3  ;58.215  ;-30.314  ;25.608
  ;  ;2  ;-71,757  ;28.081  ;-148.93  ;-64.403  ;29.149  ;-25.608
Beam-41(Circuler tube 1X0.06(16_GAUGE)(56)[13])  ;  ;  ;  ;  ;  ;  ;  ;
  ;423  ;1  ;87,775  ;4,622.4  ;-516.44  ;39.563  ;443.97  ;-55.209
  ;  ;2  ;-87,775  ;-4,622.4  ;516.79  ;-18.894  ;-259.04  ;55.209
  ;424  ;1  ;87,775  ;4,622.5  ;-516.85  ;18.894  ;259.04  ;-55.209
  ;  ;2  ;-87,775  ;-4,622.5  ;517.2  ;1.7916  ;-74.105  ;55.209
  ;425  ;1  ;87,775  ;4,622.4  ;-517.14  ;-1.7916  ;74.105  ;-55.209
  ;  ;2  ;-87,775  ;-4,622.4  ;517.49  ;22.488  ;110.83  ;55.209
  ;426  ;1  ;87,775  ;4,622.4  ;-517.49  ;-22.488  ;-110.83  ;-55.209
  ;  ;2  ;-87,775  ;-4,622.4  ;517.84  ;43.199  ;295.76  ;55.209
  ;427  ;1  ;87,775  ;4,622.4  ;-517.84  ;-43.199  ;-295.76  ;-55.209
  ;  ;2  ;-87,775  ;-4,622.4  ;518.2  ;63.924  ;480.7  ;55.209
Beam-42(Circuler tube 1X0.06(16_GAUGE)(2)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;428  ;1  ;8,756.3  ;4,738.2  ;46,170  ;-472.64  ;-277.42  ;810.11
  ;  ;2  ;-8,755.8  ;-4,738.2  ;-46,170  ;-1,839.4  ;514.7  ;-810.11
  ;429  ;1  ;8,755.8  ;4,738.2  ;46,170  ;1,839.4  ;-514.7  ;810.11
  ;  ;2  ;-8,755.4  ;-4,738.2  ;-46,170  ;-4,151.5  ;751.98  ;-810.11
Beam-43(Circuler tube 1X0.06(16_GAUGE)(56)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;430  ;1  ;9,077.5  ;-156.18  ;-717.42  ;89.877  ;-33.089  ;-39.894
  ;  ;2  ;-9,077.4  ;156.53  ;717.39  ;-59.864  ;26.548  ;39.894
  ;431  ;1  ;9,077.4  ;-156.52  ;-717.39  ;59.864  ;-26.548  ;-39.894
  ;  ;2  ;-9,077.3  ;156.87  ;717.35  ;-29.852  ;19.992  ;39.894
  ;432  ;1  ;9,077.3  ;-156.87  ;-717.35  ;29.852  ;-19.992  ;-39.894
  ;  ;2  ;-9,077.1  ;157.22  ;717.32  ;0.15846  ;13.422  ;39.894
  ;433  ;1  ;9,077.1  ;-157.22  ;-717.32  ;-0.15845  ;-13.422  ;-39.894
  ;  ;2  ;-9,077  ;157.57  ;717.29  ;30.167  ;6.8374  ;39.894
  ;434  ;1  ;9,077  ;-157.57  ;-717.28  ;-30.167  ;-6.8374  ;-39.894
  ;  ;2  ;-9,076.9  ;157.91  ;717.25  ;60.175  ;0.23833  ;39.894
  ;435  ;1  ;9,076.9  ;-157.91  ;-717.26  ;-60.175  ;-0.23829  ;-39.894
  ;  ;2  ;-9,076.8  ;158.26  ;717.22  ;90.181  ;-6.3754  ;39.894
  ;436  ;1  ;9,076.8  ;-158.26  ;-717.22  ;-90.181  ;6.3753  ;-39.894
  ;  ;2  ;-9,076.7  ;158.6  ;717.18  ;120.19  ;-13.003  ;39.894
  ;437  ;1  ;9,076.7  ;-158.61  ;-717.18  ;-120.19  ;13.003  ;-39.894
  ;  ;2  ;-9,076.5  ;158.96  ;717.15  ;150.19  ;-19.646  ;39.894
  ;438  ;1  ;9,076.5  ;-158.96  ;-717.15  ;-150.19  ;19.646  ;-39.894
  ;  ;2  ;-9,076.4  ;159.3  ;717.12  ;180.19  ;-26.304  ;39.894
  ;439  ;1  ;9,076.4  ;-159.3  ;-717.12  ;-180.19  ;26.303  ;-39.894
  ;  ;2  ;-9,076.3  ;159.64  ;717.08  ;210.19  ;-32.975  ;39.894
Beam-44(Circuler tube 1X0.06(16_GAUGE)(1)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;440  ;1  ;1.7141  ;-0.73189  ;1.6483e-05  ;7.6303e-07  ;0.012932  ;1.1319e-06
  ;  ;2  ;-1.7208  ;0.80832  ;-1.6483e-05  ;-9.0669e-07  ;-0.019644  ;-1.1319e-06
  ;441  ;1  ;1.835  ;-0.49723  ;1.6483e-05  ;1.0895e-06  ;0.019644  ;9.5729e-07
  ;  ;2  ;-1.8548  ;0.57134  ;-1.6483e-05  ;-1.2331e-06  ;-0.024301  ;-9.5729e-07
  ;442  ;1  ;1.9259  ;-0.24058  ;1.6483e-05  ;1.3806e-06  ;0.024301  ;7.2861e-07
  ;  ;2  ;-1.9583  ;0.31011  ;-1.6483e-05  ;-1.5243e-06  ;-0.026701  ;-7.2861e-07
  ;443  ;1  ;1.9824  ;0.034654  ;1.6483e-05  ;1.6277e-06  ;0.026701  ;4.5285e-07
  ;  ;2  ;-2.0264  ;0.028195  ;-1.6483e-05  ;-1.7713e-06  ;-0.026673  ;-4.5285e-07
  ;444  ;1  ;2.0115  ;0.24664  ;1.6483e-05  ;1.8163e-06  ;0.026673  ;2.0866e-07
  ;  ;2  ;-2.0406  ;-0.21522  ;-1.6483e-05  ;-1.8965e-06  ;-0.02555  ;-2.0866e-07
  ;445  ;1  ;-1.1042  ;1.0392  ;-2.5059e-05  ;1.9115e-06  ;0.025494  ;5.1013e-08
  ;  ;2  ;1.0791  ;-1.0164  ;2.5059e-05  ;-1.8148e-06  ;-0.021526  ;-5.1013e-08
  ;446  ;1  ;-1.1981  ;0.87286  ;-2.5059e-05  ;1.8068e-06  ;0.021526  ;-1.7722e-07
  ;  ;2  ;1.1353  ;-0.82885  ;2.5059e-05  ;-1.5884e-06  ;-0.01411  ;1.7722e-07
  ;447  ;1  ;-1.262  ;0.61912  ;-2.5059e-05  ;1.5335e-06  ;0.01411  ;-4.5036e-07
  ;  ;2  ;1.1924  ;-0.58669  ;2.5059e-05  ;-1.3151e-06  ;-0.0088557  ;4.5036e-07
  ;448  ;1  ;-1.2762  ;0.37071  ;-2.5059e-05  ;1.2169e-06  ;0.0088557  ;-6.7188e-07
  ;  ;2  ;1.2021  ;-0.35085  ;2.5059e-05  ;-9.9852e-07  ;-0.0057113  ;6.7188e-07
  ;449  ;1  ;-1.2448  ;0.13679  ;-2.5059e-05  ;8.6668e-07  ;0.0057113  ;-8.3507e-07
  ;  ;2  ;1.1683  ;-0.1301  ;2.5059e-05  ;-6.4827e-07  ;-0.0045483  ;8.3507e-07
Beam-45(Circuler tube 1X0.06(16_GAUGE)(6)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;450  ;1  ;87,276  ;-103.61  ;34.752  ;-0.16806  ;26.598  ;55.495
  ;  ;2  ;-87,276  ;103.61  ;-34.383  ;-1.2928  ;-30.977  ;-55.495
  ;451  ;1  ;87,276  ;-103.61  ;34.445  ;1.293  ;30.977  ;55.495
  ;  ;2  ;-87,276  ;103.61  ;-34.075  ;-2.7409  ;-35.356  ;-55.495
  ;452  ;1  ;87,276  ;-103.58  ;34.072  ;2.7409  ;35.356  ;55.495
  ;  ;2  ;-87,276  ;103.58  ;-33.703  ;-4.1731  ;-39.733  ;-55.495
  ;453  ;1  ;87,276  ;-103.58  ;33.704  ;4.1731  ;39.733  ;55.495
  ;  ;2  ;-87,276  ;103.58  ;-33.334  ;-5.5896  ;-44.111  ;-55.495
  ;454  ;1  ;87,276  ;-103.61  ;33.275  ;5.5895  ;44.111  ;55.495
  ;  ;2  ;-87,276  ;103.61  ;-32.905  ;-6.988  ;-48.489  ;-55.495
  ;455  ;1  ;87,276  ;-103.61  ;32.962  ;6.9881  ;48.489  ;55.495
  ;  ;2  ;-87,276  ;103.61  ;-32.592  ;-8.3733  ;-52.868  ;-55.495
  ;456  ;1  ;87,276  ;-103.54  ;32.659  ;8.3734  ;52.868  ;55.494
  ;  ;2  ;-87,276  ;103.54  ;-32.289  ;-9.7458  ;-57.244  ;-55.494
  ;457  ;1  ;87,276  ;-103.61  ;32.161  ;9.7458  ;57.244  ;55.495
  ;  ;2  ;-87,276  ;103.61  ;-31.791  ;-11.097  ;-61.623  ;-55.495
  ;458  ;1  ;87,276  ;-103.61  ;31.852  ;11.097  ;61.623  ;55.495
  ;  ;2  ;-87,276  ;103.61  ;-31.483  ;-12.435  ;-66.002  ;-55.495
  ;459  ;1  ;87,276  ;-103.57  ;31.489  ;12.435  ;66.002  ;55.494
  ;  ;2  ;-87,276  ;103.57  ;-31.119  ;-13.758  ;-70.379  ;-55.494
  ;460  ;1  ;87,276  ;-103.61  ;31.113  ;13.758  ;70.379  ;55.495
  ;  ;2  ;-87,276  ;103.61  ;-30.743  ;-15.066  ;-74.758  ;-55.495
  ;461  ;1  ;87,276  ;-103.58  ;30.682  ;15.066  ;74.758  ;55.495
  ;  ;2  ;-87,277  ;103.58  ;-30.312  ;-16.355  ;-79.136  ;-55.495
  ;462  ;1  ;87,277  ;-103.57  ;30.44  ;16.354  ;79.136  ;55.494
  ;  ;2  ;-87,277  ;103.57  ;-30.07  ;-17.633  ;-83.513  ;-55.494
  ;463  ;1  ;87,277  ;-103.57  ;30.01  ;17.633  ;83.513  ;55.494
  ;  ;2  ;-87,277  ;103.57  ;-29.64  ;-18.893  ;-87.89  ;-55.494
Beam-46(Circuler tube 1X0.06(16_GAUGE)(56)[15])  ;  ;  ;  ;  ;  ;  ;  ;
  ;464  ;1  ;30,489  ;196.21  ;-344.13  ;138.99  ;107.48  ;39.604
  ;  ;2  ;-30,489  ;-196.55  ;344.13  ;-125.18  ;-99.598  ;-39.604
  ;465  ;1  ;30,489  ;196.54  ;-344.13  ;125.18  ;99.598  ;39.604
  ;  ;2  ;-30,489  ;-196.88  ;344.13  ;-111.38  ;-91.707  ;-39.604
  ;466  ;1  ;30,489  ;196.88  ;-344.13  ;111.38  ;91.707  ;39.604
  ;  ;2  ;-30,489  ;-197.22  ;344.13  ;-97.571  ;-83.802  ;-39.604
  ;467  ;1  ;30,489  ;197.23  ;-344.11  ;97.571  ;83.801  ;39.604
  ;  ;2  ;-30,489  ;-197.57  ;344.11  ;-83.766  ;-75.882  ;-39.604
  ;468  ;1  ;30,489  ;197.56  ;-344.15  ;83.766  ;75.883  ;39.604
  ;  ;2  ;-30,489  ;-197.9  ;344.15  ;-69.959  ;-67.95  ;-39.604
  ;469  ;1  ;30,489  ;197.9  ;-344.13  ;69.959  ;67.95  ;39.604
  ;  ;2  ;-30,488  ;-198.24  ;344.13  ;-56.154  ;-60.004  ;-39.604
  ;470  ;1  ;30,488  ;198.24  ;-344.13  ;56.154  ;60.004  ;39.604
  ;  ;2  ;-30,488  ;-198.58  ;344.13  ;-42.348  ;-52.044  ;-39.604
  ;471  ;1  ;30,488  ;198.57  ;-344.13  ;42.348  ;52.044  ;39.604
  ;  ;2  ;-30,488  ;-198.91  ;344.13  ;-28.542  ;-44.071  ;-39.604
  ;472  ;1  ;30,488  ;198.94  ;-344.13  ;28.542  ;44.071  ;39.604
  ;  ;2  ;-30,488  ;-199.28  ;344.13  ;-14.737  ;-36.083  ;-39.604
  ;473  ;1  ;30,488  ;199.25  ;-344.13  ;14.737  ;36.083  ;39.604
  ;  ;2  ;-30,488  ;-199.59  ;344.13  ;-0.93102  ;-28.083  ;-39.604
  ;474  ;1  ;30,488  ;199.59  ;-344.13  ;0.93102  ;28.083  ;39.604
  ;  ;2  ;-30,488  ;-199.93  ;344.13  ;12.875  ;-20.069  ;-39.604
  ;475  ;1  ;30,488  ;199.95  ;-344.13  ;-12.875  ;20.069  ;39.604
  ;  ;2  ;-30,488  ;-200.29  ;344.13  ;26.68  ;-12.041  ;-39.604
  ;476  ;1  ;30,488  ;200.29  ;-344.13  ;-26.68  ;12.041  ;39.604
  ;  ;2  ;-30,488  ;-200.63  ;344.13  ;40.486  ;-3.9989  ;-39.604
  ;477  ;1  ;30,488  ;200.6  ;-344.13  ;-40.486  ;3.9989  ;39.604
  ;  ;2  ;-30,488  ;-200.94  ;344.13  ;54.292  ;4.0555  ;-39.604
  ;478  ;1  ;30,488  ;200.97  ;-344.13  ;-54.292  ;-4.0555  ;39.604
  ;  ;2  ;-30,488  ;-201.31  ;344.13  ;68.097  ;12.125  ;-39.604
  ;479  ;1  ;30,488  ;201.31  ;-344.13  ;-68.097  ;-12.125  ;39.604
  ;  ;2  ;-30,488  ;-201.65  ;344.13  ;81.903  ;20.208  ;-39.604
  ;480  ;1  ;30,488  ;201.63  ;-344.13  ;-81.903  ;-20.208  ;39.604
  ;  ;2  ;-30,487  ;-201.97  ;344.13  ;95.708  ;28.303  ;-39.604
  ;481  ;1  ;30,487  ;201.99  ;-344.13  ;-95.708  ;-28.303  ;39.604
  ;  ;2  ;-30,487  ;-202.33  ;344.13  ;109.51  ;36.413  ;-39.604
  ;482  ;1  ;30,487  ;202.3  ;-344.13  ;-109.51  ;-36.413  ;39.604
  ;  ;2  ;-30,487  ;-202.64  ;344.13  ;123.32  ;44.536  ;-39.604
  ;483  ;1  ;30,487  ;202.67  ;-344.13  ;-123.32  ;-44.536  ;39.604
  ;  ;2  ;-30,487  ;-203.01  ;344.13  ;137.13  ;52.673  ;-39.604
  ;484  ;1  ;30,487  ;203  ;-344.13  ;-137.13  ;-52.673  ;39.604
  ;  ;2  ;-30,487  ;-203.34  ;344.13  ;150.93  ;60.824  ;-39.604
  ;485  ;1  ;30,487  ;203.32  ;-344.13  ;-150.93  ;-60.824  ;39.604
  ;  ;2  ;-30,487  ;-203.66  ;344.13  ;164.74  ;68.988  ;-39.604
Beam-47(Circuler tube 1X0.06(16_GAUGE)(1)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;486  ;1  ;-1.4098  ;0.71732  ;1.2223e-06  ;2.017e-06  ;-0.010574  ;-1.1285e-07
  ;  ;2  ;1.4165  ;-0.79375  ;-1.2223e-06  ;-2.0276e-06  ;0.017159  ;1.1285e-07
  ;487  ;1  ;-1.5328  ;0.53572  ;1.2223e-06  ;1.9772e-06  ;-0.017159  ;-4.6323e-07
  ;  ;2  ;1.5527  ;-0.60983  ;-1.2223e-06  ;-1.9879e-06  ;0.022151  ;4.6323e-07
  ;488  ;1  ;-1.635  ;0.33095  ;1.2223e-06  ;1.8772e-06  ;-0.022151  ;-8.0138e-07
  ;  ;2  ;1.6674  ;-0.40048  ;-1.2223e-06  ;-1.8879e-06  ;0.025339  ;8.0138e-07
  ;489  ;1  ;-1.7116  ;0.10486  ;1.2223e-06  ;1.7201e-06  ;-0.025339  ;-1.117e-06
  ;  ;2  ;1.7556  ;-0.16771  ;-1.2223e-06  ;-1.7307e-06  ;0.026527  ;1.117e-06
  ;490  ;1  ;-1.7625  ;-0.062829  ;1.2223e-06  ;1.5701e-06  ;-0.026527  ;-1.3333e-06
  ;  ;2  ;1.7884  ;0.034538  ;-1.2223e-06  ;-1.5755e-06  ;0.026314  ;1.3333e-06
  ;491  ;1  ;0.85904  ;-0.88067  ;5.7541e-05  ;-7.7086e-06  ;-0.025575  ;-3.8963e-06
  ;  ;2  ;-0.83071  ;0.85471  ;-5.7541e-05  ;7.4574e-06  ;0.021787  ;3.8963e-06
  ;492  ;1  ;0.93519  ;-0.73894  ;5.7541e-05  ;-7.9023e-06  ;-0.021787  ;-2.8893e-06
  ;  ;2  ;-0.87234  ;0.69493  ;-5.7541e-05  ;7.4008e-06  ;0.015539  ;2.8893e-06
  ;493  ;1  ;0.97976  ;-0.5329  ;5.7541e-05  ;-7.7901e-06  ;-0.015539  ;-1.5603e-06
  ;  ;2  ;-0.91022  ;0.50047  ;-5.7541e-05  ;7.2886e-06  ;0.011036  ;1.5603e-06
  ;494  ;1  ;0.9833  ;-0.33481  ;5.7541e-05  ;-7.4488e-06  ;-0.011036  ;-2.7092e-07
  ;  ;2  ;-0.90919  ;0.31495  ;-5.7541e-05  ;6.9473e-06  ;0.0082042  ;2.7092e-07
  ;495  ;1  ;0.95007  ;-0.15229  ;5.7541e-05  ;-6.8888e-06  ;-0.0082042  ;9.3957e-07
  ;  ;2  ;-0.87364  ;0.1456  ;-5.7541e-05  ;6.3873e-06  ;0.0069061  ;-9.3957e-07
Beam-48(Circuler tube 1X0.06(16_GAUGE)(56)[18])  ;  ;  ;  ;  ;  ;  ;  ;
  ;496  ;1  ;34,291  ;-387.11  ;1,563  ;-412.12  ;-84.221  ;73.141
  ;  ;2  ;-34,291  ;387.46  ;-1,563  ;346.66  ;68.001  ;-73.141
  ;497  ;1  ;34,291  ;-387.43  ;1,562.9  ;-346.66  ;-68.002  ;73.141
  ;  ;2  ;-34,291  ;387.78  ;-1,562.9  ;281.21  ;51.769  ;-73.141
  ;498  ;1  ;34,291  ;-387.78  ;1,562.9  ;-281.21  ;-51.769  ;73.141
  ;  ;2  ;-34,291  ;388.12  ;-1,562.9  ;215.75  ;35.521  ;-73.141
  ;499  ;1  ;34,291  ;-388.14  ;1,562.9  ;-215.75  ;-35.521  ;73.141
  ;  ;2  ;-34,290  ;388.49  ;-1,562.8  ;150.3  ;19.259  ;-73.141
  ;500  ;1  ;34,290  ;-388.47  ;1,562.8  ;-150.3  ;-19.259  ;73.141
  ;  ;2  ;-34,290  ;388.82  ;-1,562.8  ;84.85  ;2.9821  ;-73.141
  ;501  ;1  ;34,290  ;-388.83  ;1,562.8  ;-84.85  ;-2.9821  ;73.141
  ;  ;2  ;-34,290  ;389.18  ;-1,562.8  ;19.4  ;-13.309  ;-73.141
  ;502  ;1  ;34,290  ;-389.16  ;1,562.8  ;-19.4  ;13.309  ;73.141
  ;  ;2  ;-34,290  ;389.51  ;-1,562.7  ;-46.048  ;-29.615  ;-73.141
  ;503  ;1  ;34,290  ;-389.53  ;1,562.8  ;46.048  ;29.615  ;73.141
  ;  ;2  ;-34,290  ;389.88  ;-1,562.7  ;-111.5  ;-45.936  ;-73.141
  ;504  ;1  ;34,290  ;-389.88  ;1,562.7  ;111.5  ;45.935  ;73.141
  ;  ;2  ;-34,290  ;390.22  ;-1,562.7  ;-176.94  ;-62.271  ;-73.141
  ;505  ;1  ;34,290  ;-390.2  ;1,562.7  ;176.94  ;62.271  ;73.141
  ;  ;2  ;-34,290  ;390.55  ;-1,562.6  ;-242.38  ;-78.62  ;-73.141
Beam-49(Circuler tube 1X0.06(16_GAUGE)(6)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;506  ;1  ;1.3864e+05  ;486  ;-1,462.8  ;1,063.7  ;668.91  ;12.163
  ;  ;2  ;-1.3864e+05  ;-486.33  ;1,462.8  ;-1,006.8  ;-649.97  ;-12.163
  ;507  ;1  ;1.3864e+05  ;486.35  ;-1,462.9  ;1,006.8  ;649.99  ;12.163
  ;  ;2  ;-1.3864e+05  ;-486.69  ;1,462.9  ;-949.78  ;-631.04  ;-12.163
  ;508  ;1  ;1.3864e+05  ;486.67  ;-1,462.8  ;949.79  ;631.03  ;12.163
  ;  ;2  ;-1.3864e+05  ;-487.01  ;1,462.8  ;-892.81  ;-612.06  ;-12.163
  ;509  ;1  ;1.3864e+05  ;487.03  ;-1,462.9  ;892.81  ;612.07  ;12.163
  ;  ;2  ;-1.3864e+05  ;-487.37  ;1,462.9  ;-835.83  ;-593.1  ;-12.163
  ;510  ;1  ;1.3864e+05  ;487.35  ;-1,462.8  ;835.83  ;593.09  ;12.163
  ;  ;2  ;-1.3864e+05  ;-487.69  ;1,462.8  ;-778.86  ;-574.1  ;-12.163
  ;511  ;1  ;1.3864e+05  ;487.69  ;-1,462.8  ;778.86  ;574.1  ;12.163
  ;  ;2  ;-1.3864e+05  ;-488.03  ;1,462.8  ;-721.88  ;-555.1  ;-12.163
