sep=;
11:56; Saturday; October 05; 2024
Study name:Front_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;  ;2  ;-32,911  ;-75.259  ;-179.08  ;-29.18  ;10.247  ;-21.507
  ;125  ;1  ;32,911  ;75.211  ;179.13  ;29.18  ;-10.246  ;21.507
  ;  ;2  ;-32,911  ;-75.56  ;-179.13  ;-36.446  ;13.304  ;-21.507
  ;126  ;1  ;32,911  ;75.602  ;179.11  ;36.446  ;-13.304  ;21.507
  ;  ;2  ;-32,911  ;-75.951  ;-179.12  ;-43.711  ;16.378  ;-21.507
  ;127  ;1  ;32,911  ;75.934  ;179.09  ;43.711  ;-16.378  ;21.507
  ;  ;2  ;-32,911  ;-76.283  ;-179.09  ;-50.975  ;19.465  ;-21.507
  ;128  ;1  ;32,911  ;76.282  ;179.12  ;50.975  ;-19.465  ;21.507
  ;  ;2  ;-32,911  ;-76.631  ;-179.12  ;-58.24  ;22.566  ;-21.507
  ;129  ;1  ;32,911  ;76.652  ;179.12  ;58.24  ;-22.566  ;21.507
  ;  ;2  ;-32,911  ;-77.001  ;-179.13  ;-65.505  ;25.682  ;-21.507
  ;130  ;1  ;32,911  ;76.978  ;179.13  ;65.505  ;-25.682  ;21.507
  ;  ;2  ;-32,911  ;-77.327  ;-179.13  ;-72.771  ;28.811  ;-21.507
  ;131  ;1  ;32,911  ;77.328  ;179.13  ;72.771  ;-28.811  ;21.507
  ;  ;2  ;-32,911  ;-77.677  ;-179.13  ;-80.037  ;31.955  ;-21.507
Beam-13(Circuler tube 1X0.08(14_GAUGE)(2)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;132  ;1  ;-17,123  ;619.98  ;1,405.6  ;-420.46  ;102.62  ;14.017
  ;  ;2  ;17,122  ;-620.04  ;-1,405.7  ;363.93  ;-77.688  ;-14.017
  ;133  ;1  ;-17,122  ;620.07  ;1,405.7  ;-363.93  ;77.688  ;14.016
  ;  ;2  ;17,122  ;-620.13  ;-1,405.7  ;307.39  ;-52.75  ;-14.016
  ;134  ;1  ;-17,122  ;620.1  ;1,405.7  ;-307.39  ;52.75  ;14.017
  ;  ;2  ;17,121  ;-620.17  ;-1,405.8  ;250.86  ;-27.81  ;-14.017
  ;135  ;1  ;-17,121  ;620.17  ;1,405.8  ;-250.86  ;27.81  ;14.017
  ;  ;2  ;17,121  ;-620.23  ;-1,405.9  ;194.32  ;-2.8675  ;-14.017
  ;136  ;1  ;-17,121  ;620.23  ;1,405.8  ;-194.32  ;2.8676  ;14.017
  ;  ;2  ;17,120  ;-620.29  ;-1,405.9  ;137.78  ;22.077  ;-14.017
  ;137  ;1  ;-17,120  ;620.32  ;1,405.9  ;-137.78  ;-22.077  ;14.017
  ;  ;2  ;17,120  ;-620.38  ;-1,406  ;81.238  ;47.026  ;-14.017
  ;138  ;1  ;-17,120  ;620.33  ;1,406  ;-81.238  ;-47.026  ;14.017
  ;  ;2  ;17,119  ;-620.39  ;-1,406  ;24.693  ;71.975  ;-14.017
  ;139  ;1  ;-17,119  ;620.44  ;1,406  ;-24.694  ;-71.975  ;14.017
  ;  ;2  ;17,119  ;-620.51  ;-1,406.1  ;-31.853  ;96.928  ;-14.017
  ;140  ;1  ;-17,119  ;620.5  ;1,406.1  ;31.853  ;-96.928  ;14.017
  ;  ;2  ;17,119  ;-620.57  ;-1,406.1  ;-88.401  ;121.88  ;-14.017
  ;141  ;1  ;-17,119  ;620.54  ;1,406.1  ;88.401  ;-121.88  ;14.017
  ;  ;2  ;17,118  ;-620.61  ;-1,406.2  ;-144.95  ;146.84  ;-14.017
  ;142  ;1  ;-17,118  ;620.6  ;1,406.2  ;144.95  ;-146.84  ;14.017
  ;  ;2  ;17,118  ;-620.67  ;-1,406.2  ;-201.5  ;171.8  ;-14.017
Beam-14(Circuler tube 1X0.06(16_GAUGE)(13)[4])  ;  ;  ;  ;  ;  ;  ;  ;
  ;143  ;1  ;40,670  ;-1,245.8  ;-232.87  ;16.556  ;-131.34  ;39.105
  ;  ;2  ;-40,670  ;1,245.4  ;232.87  ;-7.246  ;81.539  ;-39.105
  ;144  ;1  ;40,670  ;-1,245.4  ;-232.89  ;7.2461  ;-81.539  ;39.105
  ;  ;2  ;-40,670  ;1,245.1  ;232.89  ;2.0646  ;31.755  ;-39.105
  ;145  ;1  ;40,670  ;-1,245.1  ;-232.89  ;-2.0646  ;-31.755  ;39.105
  ;  ;2  ;-40,670  ;1,244.7  ;232.89  ;11.375  ;-18.014  ;-39.105
  ;146  ;1  ;40,670  ;-1,244.7  ;-232.89  ;-11.375  ;18.014  ;39.105
  ;  ;2  ;-40,670  ;1,244.3  ;232.89  ;20.686  ;-67.77  ;-39.105
  ;147  ;1  ;40,670  ;-1,244.3  ;-232.9  ;-20.686  ;67.77  ;39.105
  ;  ;2  ;-40,670  ;1,244  ;232.9  ;29.997  ;-117.51  ;-39.105
Beam-15(Circuler tube 1X0.06(16_GAUGE)(56)[17])  ;  ;  ;  ;  ;  ;  ;  ;
  ;148  ;1  ;6,022.4  ;-108.87  ;76.615  ;-22.646  ;-75.13  ;-20.549
  ;  ;2  ;-6,022.6  ;108.52  ;-76.615  ;19.209  ;70.253  ;20.549
  ;149  ;1  ;6,022.6  ;-108.51  ;76.615  ;-19.209  ;-70.253  ;-20.549
  ;  ;2  ;-6,022.8  ;108.16  ;-76.615  ;15.771  ;65.392  ;20.549
  ;150  ;1  ;6,022.8  ;-108.17  ;76.615  ;-15.771  ;-65.392  ;-20.549
  ;  ;2  ;-6,023  ;107.81  ;-76.615  ;12.334  ;60.547  ;20.549
  ;151  ;1  ;6,023  ;-107.81  ;76.615  ;-12.334  ;-60.547  ;-20.549
  ;  ;2  ;-6,023.1  ;107.45  ;-76.615  ;8.896  ;55.718  ;20.549
  ;152  ;1  ;6,023.1  ;-107.46  ;76.615  ;-8.896  ;-55.718  ;-20.549
  ;  ;2  ;-6,023.3  ;107.11  ;-76.615  ;5.4584  ;50.904  ;20.549
Beam-16(Circuler tube 1X0.06(16_GAUGE)(13)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;153  ;1  ;47,342  ;6,879.1  ;1,926  ;-160.61  ;596.35  ;-23.266
  ;  ;2  ;-47,342  ;-6,878.8  ;-1,926  ;83.299  ;-320.2  ;23.266
  ;154  ;1  ;47,342  ;6,878.8  ;1,926  ;-83.299  ;320.2  ;-23.266
  ;  ;2  ;-47,342  ;-6,878.4  ;-1,926  ;5.9836  ;-44.073  ;23.266
  ;155  ;1  ;47,342  ;6,878.4  ;1,926  ;-5.9836  ;44.073  ;-23.266
  ;  ;2  ;-47,342  ;-6,878  ;-1,926  ;-71.332  ;232.04  ;23.266
  ;156  ;1  ;47,342  ;6,878  ;1,926  ;71.332  ;-232.04  ;-23.266
  ;  ;2  ;-47,342  ;-6,877.7  ;-1,926  ;-148.65  ;508.14  ;23.266
  ;157  ;1  ;47,342  ;6,877.7  ;1,926  ;148.65  ;-508.14  ;-23.266
  ;  ;2  ;-47,342  ;-6,877.3  ;-1,926  ;-225.96  ;784.23  ;23.266
Beam-17(Circuler tube 1X0.06(16_GAUGE)(13)[10])  ;  ;  ;  ;  ;  ;  ;  ;
  ;158  ;1  ;42,298  ;-26.171  ;-92.388  ;5.665  ;12.962  ;50.57
  ;  ;2  ;-42,298  ;26.171  ;92.731  ;-2.0535  ;-13.983  ;-50.57
  ;159  ;1  ;42,298  ;-26.133  ;-92.732  ;2.0535  ;13.983  ;50.57
  ;  ;2  ;-42,298  ;26.133  ;93.076  ;1.5715  ;-15.003  ;-50.57
  ;160  ;1  ;42,298  ;-26.148  ;-93.059  ;-1.5715  ;15.003  ;50.57
  ;  ;2  ;-42,298  ;26.148  ;93.403  ;5.2092  ;-16.023  ;-50.57
  ;161  ;1  ;42,298  ;-26.156  ;-93.418  ;-5.2092  ;16.023  ;50.57
  ;  ;2  ;-42,298  ;26.156  ;93.761  ;8.861  ;-17.044  ;-50.57
  ;162  ;1  ;42,298  ;-26.125  ;-93.747  ;-8.8609  ;17.044  ;50.57
  ;  ;2  ;-42,298  ;26.125  ;94.09  ;12.526  ;-18.063  ;-50.57
  ;163  ;1  ;42,298  ;-26.171  ;-94.104  ;-12.526  ;18.063  ;50.57
  ;  ;2  ;-42,298  ;26.171  ;94.448  ;16.204  ;-19.084  ;-50.57
  ;164  ;1  ;42,298  ;-26.133  ;-94.432  ;-16.204  ;19.084  ;50.57
  ;  ;2  ;-42,298  ;26.133  ;94.776  ;19.895  ;-20.104  ;-50.57
  ;165  ;1  ;42,298  ;-26.148  ;-94.792  ;-19.895  ;20.104  ;50.57
  ;  ;2  ;-42,298  ;26.148  ;95.135  ;23.601  ;-21.124  ;-50.57
  ;166  ;1  ;42,298  ;-26.148  ;-95.119  ;-23.601  ;21.124  ;50.57
  ;  ;2  ;-42,298  ;26.148  ;95.462  ;27.319  ;-22.144  ;-50.57
  ;167  ;1  ;42,298  ;-26.135  ;-95.478  ;-27.319  ;22.144  ;50.57
  ;  ;2  ;-42,298  ;26.135  ;95.821  ;31.051  ;-23.164  ;-50.57
Beam-18(Circuler tube 1X0.08(14_GAUGE)(3)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;168  ;1  ;-6,800.3  ;-3.9526  ;-58.721  ;108.88  ;21.781  ;-1.4716
  ;  ;2  ;6,800.3  ;3.9526  ;59.176  ;-106.51  ;-21.94  ;1.4716
  ;169  ;1  ;-6,800.3  ;-3.952  ;-59.166  ;106.51  ;21.941  ;-1.4716
  ;  ;2  ;6,800.3  ;3.952  ;59.621  ;-104.12  ;-22.1  ;1.4716
  ;170  ;1  ;-6,800.3  ;-3.9529  ;-59.642  ;104.12  ;22.098  ;-1.4717
  ;  ;2  ;6,800.3  ;3.9529  ;60.097  ;-101.71  ;-22.257  ;1.4717
  ;171  ;1  ;-6,800.3  ;-3.9522  ;-60.077  ;101.71  ;22.258  ;-1.4716
  ;  ;2  ;6,800.3  ;3.9522  ;60.532  ;-99.288  ;-22.417  ;1.4716
  ;172  ;1  ;-6,800.3  ;-3.9525  ;-60.542  ;99.288  ;22.417  ;-1.4716
  ;  ;2  ;6,800.3  ;3.9525  ;60.997  ;-96.844  ;-22.576  ;1.4716
  ;173  ;1  ;-6,800.3  ;-3.9526  ;-61.007  ;96.844  ;22.576  ;-1.4717
  ;  ;2  ;6,800.3  ;3.9526  ;61.463  ;-94.382  ;-22.734  ;1.4717
  ;174  ;1  ;-6,800.3  ;-3.9526  ;-61.442  ;94.382  ;22.734  ;-1.4716
  ;  ;2  ;6,800.3  ;3.9526  ;61.898  ;-91.902  ;-22.893  ;1.4716
  ;175  ;1  ;-6,800.3  ;-3.9524  ;-61.908  ;91.902  ;22.894  ;-1.4716
  ;  ;2  ;6,800.3  ;3.9524  ;62.363  ;-89.404  ;-23.053  ;1.4716
  ;176  ;1  ;-6,800.3  ;-3.9522  ;-62.373  ;89.404  ;23.053  ;-1.4717
  ;  ;2  ;6,800.3  ;3.9522  ;62.828  ;-86.886  ;-23.212  ;1.4717
  ;177  ;1  ;-6,800.3  ;-3.9529  ;-62.808  ;86.887  ;23.211  ;-1.4716
  ;  ;2  ;6,800.3  ;3.9529  ;63.264  ;-84.352  ;-23.37  ;1.4716
  ;178  ;1  ;-6,800.3  ;-3.952  ;-63.284  ;84.352  ;23.371  ;-1.4717
  ;  ;2  ;6,800.3  ;3.952  ;63.739  ;-81.798  ;-23.53  ;1.4717
  ;179  ;1  ;-6,800.3  ;-3.9526  ;-63.729  ;81.798  ;23.529  ;-1.4716
  ;  ;2  ;6,800.3  ;3.9526  ;64.184  ;-79.226  ;-23.688  ;1.4716
Beam-19(Circuler tube 1X0.08(14_GAUGE)(1)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;180  ;1  ;4,824.1  ;1,424.2  ;2,842.2  ;-240.7  ;163.48  ;-34.712
  ;  ;2  ;-4,824.6  ;-1,424.2  ;-2,842.2  ;132.95  ;-109.49  ;34.712
  ;181  ;1  ;4,824.6  ;1,424.2  ;2,842.2  ;-132.95  ;109.49  ;-34.713
  ;  ;2  ;-4,825  ;-1,424.3  ;-2,842.2  ;25.202  ;-55.494  ;34.713
  ;182  ;1  ;4,825  ;1,424.3  ;2,842.2  ;-25.202  ;55.494  ;-34.712
  ;  ;2  ;-4,825.4  ;-1,424.4  ;-2,842.2  ;-82.546  ;-1.497  ;34.712
  ;183  ;1  ;4,825.4  ;1,424.4  ;2,842.2  ;82.546  ;1.497  ;-34.712
  ;  ;2  ;-4,825.8  ;-1,424.5  ;-2,842.2  ;-190.29  ;52.503  ;34.712
Beam-20(Circuler tube 1X0.08(14_GAUGE)(1)[4])  ;  ;  ;  ;  ;  ;  ;  ;
  ;184  ;1  ;-6,188.6  ;10.091  ;-4.6877  ;142.56  ;-15.477  ;1.9273
  ;  ;2  ;6,188.6  ;-10.091  ;5.1729  ;-142.35  ;15.909  ;-1.9273
  ;185  ;1  ;-6,188.6  ;10.089  ;-5.1729  ;142.35  ;-15.909  ;1.9272
  ;  ;2  ;6,188.6  ;-10.089  ;5.6581  ;-142.12  ;16.342  ;-1.9272
  ;186  ;1  ;-6,188.6  ;10.091  ;-5.6581  ;142.12  ;-16.342  ;1.9273
  ;  ;2  ;6,188.6  ;-10.091  ;6.1434  ;-141.87  ;16.774  ;-1.9273
  ;187  ;1  ;-6,188.6  ;10.09  ;-6.1434  ;141.87  ;-16.774  ;1.9272
  ;  ;2  ;6,188.6  ;-10.09  ;6.6286  ;-141.59  ;17.207  ;-1.9272
  ;188  ;1  ;-6,188.6  ;10.089  ;-6.6286  ;141.59  ;-17.207  ;1.9272
  ;  ;2  ;6,188.6  ;-10.089  ;7.1139  ;-141.3  ;17.639  ;-1.9272
  ;189  ;1  ;-6,188.6  ;10.091  ;-7.1139  ;141.3  ;-17.639  ;1.9273
  ;  ;2  ;6,188.6  ;-10.091  ;7.5991  ;-140.98  ;18.071  ;-1.9273
  ;190  ;1  ;-6,188.6  ;10.089  ;-7.5991  ;140.98  ;-18.071  ;1.9272
  ;  ;2  ;6,188.6  ;-10.089  ;8.0843  ;-140.65  ;18.504  ;-1.9272
Beam-21(Circuler tube 1X0.06(16_GAUGE)(56)[8])  ;  ;  ;  ;  ;  ;  ;  ;
  ;191  ;1  ;6,086.3  ;-96.786  ;-44.772  ;-1.5296  ;-49.303  ;21.661
  ;  ;2  ;-6,086.4  ;96.467  ;44.771  ;3.3504  ;45.374  ;-21.661
  ;192  ;1  ;6,086.4  ;-96.455  ;-44.762  ;-3.3508  ;-45.374  ;21.661
  ;  ;2  ;-6,086.6  ;96.135  ;44.762  ;5.1712  ;41.458  ;-21.661
  ;193  ;1  ;6,086.6  ;-96.143  ;-44.767  ;-5.171  ;-41.458  ;21.661
  ;  ;2  ;-6,086.8  ;95.824  ;44.767  ;6.9916  ;37.554  ;-21.661
  ;194  ;1  ;6,086.8  ;-95.824  ;-44.767  ;-6.9916  ;-37.554  ;21.661
  ;  ;2  ;-6,086.9  ;95.504  ;44.767  ;8.8122  ;33.664  ;-21.661
  ;195  ;1  ;6,086.9  ;-95.494  ;-44.767  ;-8.8122  ;-33.664  ;21.661
  ;  ;2  ;-6,087.1  ;95.175  ;44.767  ;10.633  ;29.787  ;-21.661
  ;196  ;1  ;6,087.1  ;-95.185  ;-44.771  ;-10.633  ;-29.787  ;21.661
  ;  ;2  ;-6,087.3  ;94.865  ;44.771  ;12.454  ;25.922  ;-21.661
  ;197  ;1  ;6,087.3  ;-94.863  ;-44.767  ;-12.454  ;-25.922  ;21.661
  ;  ;2  ;-6,087.4  ;94.544  ;44.767  ;14.274  ;22.071  ;-21.661
  ;198  ;1  ;6,087.4  ;-94.546  ;-44.762  ;-14.274  ;-22.071  ;21.661
  ;  ;2  ;-6,087.6  ;94.226  ;44.762  ;16.095  ;18.232  ;-21.661
  ;199  ;1  ;6,087.6  ;-94.218  ;-44.767  ;-16.095  ;-18.232  ;21.661
  ;  ;2  ;-6,087.7  ;93.899  ;44.767  ;17.915  ;14.407  ;-21.661
  ;200  ;1  ;6,087.7  ;-93.906  ;-44.767  ;-17.915  ;-14.407  ;21.661
  ;  ;2  ;-6,087.9  ;93.586  ;44.767  ;19.736  ;10.594  ;-21.661
  ;201  ;1  ;6,087.9  ;-93.587  ;-44.767  ;-19.736  ;-10.594  ;21.661
  ;  ;2  ;-6,088.1  ;93.268  ;44.767  ;21.556  ;6.7948  ;-21.661
  ;202  ;1  ;6,088.1  ;-93.267  ;-44.771  ;-21.556  ;-6.7948  ;21.661
  ;  ;2  ;-6,088.2  ;92.947  ;44.771  ;23.377  ;3.0083  ;-21.661
  ;203  ;1  ;6,088.2  ;-92.94  ;-44.763  ;-23.377  ;-3.0085  ;21.661
  ;  ;2  ;-6,088.4  ;92.62  ;44.763  ;25.197  ;-0.76476  ;-21.661
Beam-22(Circuler tube 1X0.06(16_GAUGE)(2)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;204  ;1  ;0.16518  ;0.39507  ;0  ;0  ;0.0073777  ;0
  ;  ;2  ;-0.17856  ;-0.2422  ;0  ;0  ;-0.0018235  ;0
  ;205  ;1  ;0.13379  ;0.26953  ;0  ;0  ;0.0018235  ;0
  ;  ;2  ;-0.1735  ;-0.12131  ;0  ;0  ;0.0015829  ;0
  ;206  ;1  ;0.1498  ;0.1496  ;0  ;0  ;-0.0015829  ;0
  ;  ;2  ;-0.21465  ;-0.010525  ;0  ;0  ;0.0029785  ;0
  ;207  ;1  ;0.20956  ;0.047639  ;0  ;0  ;-0.0029785  ;0
  ;  ;2  ;-0.29758  ;0.078058  ;0  ;0  ;0.0027133  ;0
  ;208  ;1  ;0.30661  ;-0.025199  ;0  ;0  ;-0.0027133  ;0
  ;  ;2  ;-0.41511  ;0.1337  ;0  ;0  ;0.0013284  ;0
  ;209  ;1  ;0.43202  ;-0.059588  ;0  ;0  ;-0.0013284  ;0
  ;  ;2  ;-0.55772  ;0.1476  ;0  ;0  ;-0.00047736  ;0
  ;210  ;1  ;0.57488  ;-0.048512  ;0  ;0  ;0.00047736  ;0
  ;  ;2  ;-0.71395  ;0.11336  ;0  ;0  ;-0.0018882  ;0
  ;211  ;1  ;0.72279  ;0.012336  ;0  ;0  ;0.0018882  ;0
  ;  ;2  ;-0.87101  ;0.027379  ;0  ;0  ;-0.0020193  ;0
  ;212  ;1  ;0.86253  ;0.12429  ;0  ;0  ;0.0020193  ;0
  ;  ;2  ;-1.0154  ;-0.11091  ;0  ;0  ;3.0612e-05  ;0
Beam-23(Circuler tube 1X0.08(14_GAUGE)(2)[4])  ;  ;  ;  ;  ;  ;  ;  ;
  ;213  ;1  ;-48.525  ;-88.308  ;4.7472  ;-3.1448  ;15.095  ;7.7744
  ;  ;2  ;48.682  ;88.253  ;-4.7263  ;3.0744  ;-16.407  ;-7.7744
  ;214  ;1  ;-62.493  ;-79.142  ;3.4708  ;-4.6664  ;16.255  ;7.2862
  ;  ;2  ;62.64  ;79.061  ;-3.4527  ;4.6149  ;-17.431  ;-7.2862
  ;215  ;1  ;-74.731  ;-67.772  ;2.9037  ;-6.0988  ;17.239  ;6.6203
  ;  ;2  ;74.863  ;67.668  ;-2.8891  ;6.0557  ;-18.246  ;-6.6203
  ;216  ;1  ;-84.897  ;-54.54  ;3.1057  ;-7.3869  ;18.035  ;5.7954
  ;  ;2  ;85.01  ;54.416  ;-3.0951  ;7.3408  ;-18.845  ;-5.7954
  ;217  ;1  ;-92.707  ;-39.83  ;4.0486  ;-8.4802  ;18.637  ;4.8335
  ;  ;2  ;92.798  ;39.688  ;-4.0416  ;8.4201  ;-19.228  ;-4.8335
  ;218  ;1  ;-97.942  ;-24.054  ;5.6266  ;-9.3351  ;19.044  ;3.7609
  ;  ;2  ;98.009  ;23.9  ;-5.6229  ;9.2515  ;-19.4  ;-3.7609
  ;219  ;1  ;-100.46  ;-7.6468  ;7.666  ;-9.9177  ;19.26  ;2.6071
  ;  ;2  ;100.5  ;7.4836  ;-7.6646  ;9.8038  ;-19.372  ;-2.6071
  ;220  ;1  ;-100.18  ;8.9548  ;9.943  ;-10.205  ;19.289  ;1.4031
  ;  ;2  ;100.19  ;-9.1226  ;-9.9428  ;10.058  ;-19.155  ;-1.4031
  ;221  ;1  ;-97.11  ;25.313  ;12.21  ;-10.188  ;19.137  ;0.18195
  ;  ;2  ;97.096  ;-25.48  ;-12.21  ;10.006  ;-18.759  ;-0.18195
  ;222  ;1  ;-91.34  ;40.997  ;14.223  ;-9.8667  ;18.806  ;-1.0232
  ;  ;2  ;91.299  ;-41.16  ;-14.221  ;9.6553  ;-18.196  ;1.0232
  ;223  ;1  ;-83.025  ;55.59  ;15.76  ;-9.2571  ;18.3  ;-2.1796
  ;  ;2  ;82.958  ;-55.745  ;-15.756  ;9.0229  ;-17.473  ;2.1796
  ;224  ;1  ;-72.396  ;68.698  ;16.653  ;-8.3849  ;17.623  ;-3.2558
  ;  ;2  ;72.305  ;-68.839  ;-16.646  ;8.1375  ;-16.601  ;3.2558
  ;225  ;1  ;-59.746  ;79.95  ;16.8  ;-7.2865  ;16.777  ;-4.2223
  ;  ;2  ;59.633  ;-80.074  ;-16.789  ;7.0369  ;-15.588  ;4.2223
  ;226  ;1  ;-45.426  ;89.02  ;16.181  ;-6.0064  ;15.771  ;-5.0528
  ;  ;2  ;45.295  ;-89.124  ;-16.166  ;5.766  ;-14.447  ;5.0528
  ;227  ;1  ;-29.833  ;95.631  ;14.857  ;-4.5948  ;14.615  ;-5.725
  ;  ;2  ;29.687  ;-95.712  ;-14.839  ;4.3742  ;-13.193  ;5.725
  ;228  ;1  ;-13.401  ;99.571  ;12.971  ;-3.1049  ;13.328  ;-6.2202
  ;  ;2  ;13.244  ;-99.626  ;-12.95  ;2.9123  ;-11.848  ;6.2202
Beam-24(Circuler tube 1X0.06(16_GAUGE)(56)[14])  ;  ;  ;  ;  ;  ;  ;  ;
  ;229  ;1  ;-3.5881  ;0.046143  ;0.047566  ;-0.00012298  ;0.00015837  ;0
  ;  ;2  ;3.5785  ;-0.09081  ;-0.047049  ;-0.00012253  ;0.00019701  ;0
  ;230  ;1  ;32,724  ;51.856  ;-139.48  ;68.965  ;24.881  ;-13.93
  ;  ;2  ;-32,724  ;-52.205  ;139.48  ;-63.309  ;-22.771  ;13.93
  ;231  ;1  ;32,724  ;52.229  ;-139.51  ;63.309  ;22.772  ;-13.93
  ;  ;2  ;-32,724  ;-52.578  ;139.51  ;-57.651  ;-20.647  ;13.93
  ;232  ;1  ;32,724  ;52.577  ;-139.49  ;57.651  ;20.646  ;-13.93
  ;  ;2  ;-32,724  ;-52.926  ;139.49  ;-51.995  ;-18.507  ;13.93
  ;233  ;1  ;32,724  ;52.936  ;-139.49  ;51.995  ;18.507  ;-13.93
  ;  ;2  ;-32,724  ;-53.285  ;139.49  ;-46.338  ;-16.354  ;13.93
  ;234  ;1  ;32,724  ;53.263  ;-139.52  ;46.338  ;16.354  ;-13.93
  ;  ;2  ;-32,724  ;-53.612  ;139.52  ;-40.681  ;-14.187  ;13.93
  ;235  ;1  ;32,724  ;53.602  ;-139.52  ;40.681  ;14.187  ;-13.93
  ;  ;2  ;-32,724  ;-53.951  ;139.53  ;-35.023  ;-12.006  ;13.93
  ;236  ;1  ;32,724  ;53.984  ;-139.5  ;35.023  ;12.006  ;-13.93
  ;  ;2  ;-32,724  ;-54.333  ;139.51  ;-29.365  ;-9.8098  ;13.93
  ;237  ;1  ;32,724  ;54.323  ;-139.53  ;29.365  ;9.8099  ;-13.93
  ;  ;2  ;-32,724  ;-54.672  ;139.54  ;-23.707  ;-7.6  ;13.93
  ;238  ;1  ;32,724  ;54.682  ;-139.51  ;23.707  ;7.5999  ;-13.93
  ;  ;2  ;-32,724  ;-55.031  ;139.51  ;-18.05  ;-5.3754  ;13.93
  ;239  ;1  ;32,724  ;55.007  ;-139.54  ;18.05  ;5.3754  ;-13.93
  ;  ;2  ;-32,724  ;-55.357  ;139.54  ;-12.391  ;-3.1377  ;13.93
  ;240  ;1  ;32,724  ;55.346  ;-139.52  ;12.391  ;3.1377  ;-13.93
  ;  ;2  ;-32,724  ;-55.695  ;139.52  ;-6.7334  ;-0.88623  ;13.93
  ;241  ;1  ;32,724  ;55.729  ;-139.55  ;6.7334  ;0.88625  ;-13.93
  ;  ;2  ;-32,724  ;-56.078  ;139.55  ;-1.0745  ;1.3807  ;13.93
  ;242  ;1  ;32,724  ;56.068  ;-139.53  ;1.0745  ;-1.3807  ;-13.93
  ;  ;2  ;-32,724  ;-56.417  ;139.53  ;4.5836  ;3.6614  ;13.93
  ;243  ;1  ;32,724  ;56.403  ;-139.55  ;-4.5836  ;-3.6614  ;-13.93
  ;  ;2  ;-32,725  ;-56.752  ;139.56  ;10.243  ;5.9558  ;13.93
  ;244  ;1  ;32,725  ;56.766  ;-139.54  ;-10.243  ;-5.9558  ;-13.93
  ;  ;2  ;-32,725  ;-57.115  ;139.54  ;15.901  ;8.2648  ;13.93
  ;245  ;1  ;32,725  ;57.12  ;-139.56  ;-15.901  ;-8.2648  ;-13.93
  ;  ;2  ;-32,725  ;-57.469  ;139.57  ;21.561  ;10.588  ;13.93
  ;246  ;1  ;32,725  ;57.45  ;-139.57  ;-21.561  ;-10.588  ;-13.93
  ;  ;2  ;-32,725  ;-57.799  ;139.57  ;27.221  ;12.925  ;13.93
  ;247  ;1  ;32,725  ;57.818  ;-139.55  ;-27.221  ;-12.925  ;-13.93
  ;  ;2  ;-32,725  ;-58.167  ;139.55  ;32.879  ;15.277  ;13.93
  ;248  ;1  ;32,725  ;58.167  ;-139.55  ;-32.879  ;-15.277  ;-13.93
  ;  ;2  ;-32,725  ;-58.516  ;139.55  ;38.539  ;17.643  ;13.93
  ;249  ;1  ;32,725  ;58.492  ;-139.58  ;-38.539  ;-17.642  ;-13.93
  ;  ;2  ;-32,725  ;-58.841  ;139.58  ;44.199  ;20.021  ;13.93
  ;250  ;1  ;32,725  ;58.842  ;-139.56  ;-44.199  ;-20.022  ;-13.93
  ;  ;2  ;-32,725  ;-59.191  ;139.56  ;49.858  ;22.415  ;13.93
  ;251  ;1  ;32,725  ;59.214  ;-139.59  ;-49.858  ;-22.415  ;-13.93
  ;  ;2  ;-32,725  ;-59.563  ;139.59  ;55.519  ;24.823  ;13.93
  ;252  ;1  ;32,725  ;59.54  ;-139.59  ;-55.519  ;-24.823  ;-13.93
  ;  ;2  ;-32,725  ;-59.889  ;139.59  ;61.179  ;27.244  ;13.93
Beam-25(Circuler tube 1X0.06(16_GAUGE)(2)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;253  ;1  ;1.0314  ;-0.14552  ;0  ;0  ;-0.0048817  ;0
  ;  ;2  ;-0.70225  ;0.090662  ;0  ;0  ;0.000405  ;0
  ;254  ;1  ;0.70225  ;-0.090662  ;0  ;0  ;-0.000405  ;0
  ;  ;2  ;-0.37307  ;0.0358  ;0  ;0  ;-0.001992  ;0
  ;255  ;1  ;0.37307  ;-0.0358  ;0  ;0  ;0.001992  ;0
  ;  ;2  ;-0.043901  ;-0.019062  ;0  ;0  ;-0.0023092  ;0
  ;256  ;1  ;0.043901  ;0.019062  ;0  ;0  ;0.0023092  ;0
  ;  ;2  ;0.28527  ;-0.073924  ;0  ;0  ;-0.00054675  ;0
Beam-26(Circuler tube 1X0.06(16_GAUGE)(6)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;257  ;1  ;59,408  ;-526.85  ;-464.25  ;131.91  ;-154.31  ;-28.56
  ;  ;2  ;-59,408  ;526.51  ;464.24  ;-113.83  ;133.8  ;28.56
