sep=;
11:56; Saturday; October 05; 2024
Study name:Front_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;392  ;1  ;-1,356.3  ;-4,195.2  ;296.18  ;21.891  ;-497.17  ;13.196
  ;  ;2  ;1,355.8  ;4,195.4  ;-296.12  ;-35.087  ;310.24  ;-13.196
  ;393  ;1  ;-1,355.8  ;-4,195.4  ;296.13  ;35.086  ;-310.24  ;13.196
  ;  ;2  ;1,355.3  ;4,195.5  ;-296.07  ;-48.279  ;123.3  ;-13.196
  ;394  ;1  ;-1,355.3  ;-4,195.5  ;296.06  ;48.279  ;-123.3  ;13.196
  ;  ;2  ;1,354.8  ;4,195.6  ;-296  ;-61.47  ;-63.648  ;-13.196
  ;395  ;1  ;-1,354.8  ;-4,195.6  ;296  ;61.47  ;63.648  ;13.196
  ;  ;2  ;1,354.3  ;4,195.7  ;-295.93  ;-74.658  ;-250.6  ;-13.196
  ;396  ;1  ;-1,354.3  ;-4,195.7  ;295.93  ;74.658  ;250.6  ;13.196
  ;  ;2  ;1,353.8  ;4,195.9  ;-295.87  ;-87.842  ;-437.55  ;-13.196
Beam-39(Circuler tube 1X0.08(14_GAUGE)(1)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;397  ;1  ;5,014.5  ;-1,380.1  ;-2,797.8  ;189.48  ;-49.417  ;31.929
  ;  ;2  ;-5,014.1  ;1,380  ;2,797.8  ;-83.414  ;-2.8973  ;-31.929
  ;398  ;1  ;5,014.1  ;-1,380  ;-2,797.8  ;83.414  ;2.8973  ;31.928
  ;  ;2  ;-5,013.7  ;1,379.9  ;2,797.8  ;22.648  ;-55.209  ;-31.928
  ;399  ;1  ;5,013.7  ;-1,379.9  ;-2,797.8  ;-22.648  ;55.209  ;31.928
  ;  ;2  ;-5,013.3  ;1,379.8  ;2,797.8  ;128.71  ;-107.52  ;-31.928
  ;400  ;1  ;5,013.3  ;-1,379.8  ;-2,797.8  ;-128.71  ;107.52  ;31.928
  ;  ;2  ;-5,012.8  ;1,379.8  ;2,797.8  ;234.77  ;-159.82  ;-31.928
Beam-40(Circuler tube 1X0.06(16_GAUGE)(6)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;401  ;1  ;29,328  ;180.26  ;-54.461  ;33.398  ;82.278  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;54.826  ;-31.13  ;-74.797  ;3.2716
  ;402  ;1  ;29,328  ;180.26  ;-54.806  ;31.131  ;74.797  ;-3.2717
  ;  ;2  ;-29,328  ;-180.26  ;55.172  ;-28.849  ;-67.316  ;3.2717
  ;403  ;1  ;29,328  ;180.26  ;-55.191  ;28.848  ;67.316  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;55.557  ;-26.55  ;-59.836  ;3.2716
  ;404  ;1  ;29,328  ;180.26  ;-55.557  ;26.55  ;59.836  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;55.922  ;-24.237  ;-52.355  ;3.2716
  ;405  ;1  ;29,328  ;180.26  ;-55.922  ;24.237  ;52.355  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;56.288  ;-21.909  ;-44.874  ;3.2716
  ;406  ;1  ;29,328  ;180.26  ;-56.267  ;21.909  ;44.874  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;56.632  ;-19.566  ;-37.394  ;3.2716
  ;407  ;1  ;29,328  ;180.28  ;-56.632  ;19.566  ;37.394  ;-3.2717
  ;  ;2  ;-29,328  ;-180.28  ;56.998  ;-17.209  ;-29.912  ;3.2717
  ;408  ;1  ;29,328  ;180.26  ;-57.018  ;17.209  ;29.912  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;57.384  ;-14.835  ;-22.432  ;3.2716
  ;409  ;1  ;29,328  ;180.24  ;-57.384  ;14.835  ;22.432  ;-3.2716
  ;  ;2  ;-29,328  ;-180.24  ;57.749  ;-12.446  ;-14.952  ;3.2716
  ;410  ;1  ;29,328  ;180.28  ;-57.728  ;12.446  ;14.952  ;-3.2716
  ;  ;2  ;-29,328  ;-180.28  ;58.094  ;-10.043  ;-7.4703  ;3.2716
  ;411  ;1  ;29,328  ;180.26  ;-58.114  ;10.043  ;7.4703  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;58.48  ;-7.6233  ;0.010181  ;3.2716
  ;412  ;1  ;29,328  ;180.26  ;-58.48  ;7.6233  ;-0.010181  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;58.845  ;-5.1889  ;7.4908  ;3.2716
  ;413  ;1  ;29,328  ;180.24  ;-58.845  ;5.1889  ;-7.4908  ;-3.2716
  ;  ;2  ;-29,328  ;-180.24  ;59.211  ;-2.7393  ;14.971  ;3.2716
  ;414  ;1  ;29,328  ;180.28  ;-59.168  ;2.7393  ;-14.971  ;-3.2716
  ;  ;2  ;-29,328  ;-180.28  ;59.533  ;-0.27636  ;22.452  ;3.2716
  ;415  ;1  ;29,328  ;180.26  ;-59.576  ;0.27628  ;-22.452  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;59.941  ;2.2036  ;29.933  ;3.2716
  ;416  ;1  ;29,328  ;180.26  ;-59.941  ;-2.2036  ;-29.933  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;60.307  ;4.6987  ;37.413  ;3.2716
  ;417  ;1  ;29,328  ;180.26  ;-60.306  ;-4.6987  ;-37.413  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;60.672  ;7.209  ;44.894  ;3.2716
  ;418  ;1  ;29,328  ;180.25  ;-60.672  ;-7.209  ;-44.894  ;-3.2716
  ;  ;2  ;-29,328  ;-180.25  ;61.037  ;9.7344  ;52.374  ;3.2716
  ;419  ;1  ;29,328  ;180.27  ;-61.015  ;-9.7341  ;-52.374  ;-3.2716
  ;  ;2  ;-29,328  ;-180.27  ;61.381  ;12.274  ;59.855  ;3.2716
  ;420  ;1  ;29,328  ;180.26  ;-61.403  ;-12.274  ;-59.855  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;61.768  ;14.83  ;67.336  ;3.2716
  ;421  ;1  ;29,328  ;180.26  ;-61.768  ;-14.83  ;-67.336  ;-3.2716
  ;  ;2  ;-29,328  ;-180.26  ;62.133  ;17.401  ;74.816  ;3.2716
  ;422  ;1  ;29,328  ;180.27  ;-62.111  ;-17.4  ;-74.817  ;-3.2716
  ;  ;2  ;-29,328  ;-180.27  ;62.476  ;19.985  ;82.298  ;3.2716
Beam-41(Circuler tube 1X0.06(16_GAUGE)(56)[13])  ;  ;  ;  ;  ;  ;  ;  ;
  ;423  ;1  ;40,079  ;2,093.6  ;-493.69  ;35.017  ;190.66  ;-29.226
  ;  ;2  ;-40,079  ;-2,093.6  ;494.04  ;-15.259  ;-106.9  ;29.226
  ;424  ;1  ;40,079  ;2,093.7  ;-494.06  ;15.258  ;106.9  ;-29.226
  ;  ;2  ;-40,079  ;-2,093.7  ;494.42  ;4.5153  ;-23.135  ;29.226
  ;425  ;1  ;40,079  ;2,093.6  ;-494.39  ;-4.5153  ;23.135  ;-29.226
  ;  ;2  ;-40,079  ;-2,093.6  ;494.74  ;24.302  ;60.627  ;29.226
  ;426  ;1  ;40,079  ;2,093.6  ;-494.74  ;-24.302  ;-60.627  ;-29.226
  ;  ;2  ;-40,079  ;-2,093.6  ;495.09  ;44.102  ;144.39  ;29.226
  ;427  ;1  ;40,079  ;2,093.6  ;-495.09  ;-44.102  ;-144.39  ;-29.226
  ;  ;2  ;-40,079  ;-2,093.6  ;495.44  ;63.917  ;228.15  ;29.226
Beam-42(Circuler tube 1X0.06(16_GAUGE)(2)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;428  ;1  ;-0.29354  ;0.02602  ;0  ;0  ;0.00053792  ;0
  ;  ;2  ;0.73438  ;-0.02602  ;0  ;0  ;0.0007651  ;0
  ;429  ;1  ;-0.73438  ;0.02602  ;0  ;0  ;-0.0007651  ;0
  ;  ;2  ;1.1752  ;-0.02602  ;0  ;0  ;0.0020681  ;0
Beam-43(Circuler tube 1X0.06(16_GAUGE)(56)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;430  ;1  ;15,226  ;-48.537  ;-549.32  ;108.17  ;6.9103  ;-41.603
  ;  ;2  ;-15,226  ;48.884  ;549.29  ;-85.194  ;-8.9481  ;41.603
  ;431  ;1  ;15,226  ;-48.871  ;-549.29  ;85.194  ;8.9481  ;-41.603
  ;  ;2  ;-15,226  ;49.218  ;549.25  ;-62.215  ;-11  ;41.603
  ;432  ;1  ;15,226  ;-49.223  ;-549.25  ;62.215  ;11  ;-41.603
  ;  ;2  ;-15,226  ;49.57  ;549.22  ;-39.237  ;-13.066  ;41.603
  ;433  ;1  ;15,226  ;-49.573  ;-549.22  ;39.237  ;13.066  ;-41.603
  ;  ;2  ;-15,226  ;49.92  ;549.19  ;-16.261  ;-15.148  ;41.603
  ;434  ;1  ;15,226  ;-49.917  ;-549.18  ;16.261  ;15.148  ;-41.603
  ;  ;2  ;-15,226  ;50.264  ;549.15  ;6.7138  ;-17.243  ;41.603
  ;435  ;1  ;15,226  ;-50.267  ;-549.16  ;-6.7138  ;17.243  ;-41.603
  ;  ;2  ;-15,226  ;50.614  ;549.12  ;29.688  ;-19.353  ;41.603
  ;436  ;1  ;15,226  ;-50.605  ;-549.11  ;-29.688  ;19.353  ;-41.603
  ;  ;2  ;-15,225  ;50.952  ;549.08  ;52.659  ;-21.478  ;41.603
  ;437  ;1  ;15,225  ;-50.962  ;-549.08  ;-52.659  ;21.478  ;-41.603
  ;  ;2  ;-15,225  ;51.309  ;549.05  ;75.63  ;-23.617  ;41.603
  ;438  ;1  ;15,225  ;-51.311  ;-549.05  ;-75.63  ;23.617  ;-41.603
  ;  ;2  ;-15,225  ;51.658  ;549.02  ;98.599  ;-25.771  ;41.603
  ;439  ;1  ;15,225  ;-51.646  ;-549.01  ;-98.599  ;25.771  ;-41.603
  ;  ;2  ;-15,225  ;51.993  ;548.98  ;121.57  ;-27.939  ;41.603
Beam-44(Circuler tube 1X0.06(16_GAUGE)(1)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;440  ;1  ;10,845  ;874.16  ;89.778  ;82.58  ;57.771  ;-6.4332
  ;  ;2  ;-10,845  ;-874.08  ;-89.778  ;-83.362  ;-50.152  ;6.4332
  ;441  ;1  ;10,529  ;2,744.1  ;89.778  ;80.979  ;50.152  ;-20.811
  ;  ;2  ;-10,529  ;-2,744.1  ;-89.778  ;-81.761  ;-26.236  ;20.811
  ;442  ;1  ;9,892.5  ;4,530.7  ;89.778  ;76.905  ;26.236  ;-34.693
  ;  ;2  ;-9,892.5  ;-4,530.6  ;-89.778  ;-77.688  ;13.251  ;34.693
  ;443  ;1  ;8,955.5  ;6,179.6  ;89.778  ;70.483  ;-13.251  ;-47.656
  ;  ;2  ;-8,955.5  ;-6,179.5  ;-89.778  ;-71.265  ;67.11  ;47.656
  ;444  ;1  ;8,035.6  ;7,336  ;89.778  ;64.151  ;-67.11  ;-56.873
  ;  ;2  ;-8,035.6  ;-7,336  ;-89.778  ;-64.587  ;102.79  ;56.873
  ;445  ;1  ;-2,386.1  ;1,732  ;-289.43  ;10.047  ;-33.84  ;24.911
  ;  ;2  ;2,386.1  ;-1,732  ;289.43  ;-8.9299  ;40.526  ;-24.911
  ;446  ;1  ;-2,584.7  ;1,418.7  ;-289.43  ;11.987  ;-40.526  ;23.593
  ;  ;2  ;2,584.6  ;-1,418.7  ;289.43  ;-9.4641  ;52.891  ;-23.593
  ;447  ;1  ;-2,791.7  ;948.31  ;-289.43  ;13.417  ;-52.891  ;21.591
  ;  ;2  ;2,791.6  ;-948.28  ;289.43  ;-10.895  ;61.156  ;-21.591
  ;448  ;1  ;-2,913.9  ;449.11  ;-289.43  ;14.478  ;-61.156  ;19.371
  ;  ;2  ;2,913.8  ;-449.09  ;289.43  ;-11.956  ;65.07  ;-19.371
  ;449  ;1  ;-2,947.5  ;-63.71  ;-289.43  ;15.138  ;-65.07  ;17.001
  ;  ;2  ;2,947.5  ;63.716  ;289.43  ;-12.615  ;64.515  ;-17.001
Beam-45(Circuler tube 1X0.06(16_GAUGE)(6)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;450  ;1  ;36,470  ;-14.956  ;58.74  ;-18.992  ;26.235  ;29.277
  ;  ;2  ;-36,470  ;14.956  ;-58.37  ;16.517  ;-26.867  ;-29.277
  ;451  ;1  ;36,470  ;-14.955  ;58.396  ;-16.517  ;26.867  ;29.277
  ;  ;2  ;-36,470  ;14.955  ;-58.026  ;14.057  ;-27.499  ;-29.277
  ;452  ;1  ;36,470  ;-14.944  ;58.025  ;-14.057  ;27.499  ;29.277
  ;  ;2  ;-36,470  ;14.944  ;-57.655  ;11.613  ;-28.131  ;-29.277
  ;453  ;1  ;36,470  ;-14.943  ;57.656  ;-11.613  ;28.131  ;29.277
  ;  ;2  ;-36,470  ;14.943  ;-57.286  ;9.1838  ;-28.762  ;-29.277
  ;454  ;1  ;36,470  ;-14.955  ;57.262  ;-9.1839  ;28.762  ;29.277
  ;  ;2  ;-36,470  ;14.955  ;-56.892  ;6.7717  ;-29.394  ;-29.277
  ;455  ;1  ;36,470  ;-14.958  ;56.915  ;-6.7716  ;29.394  ;29.277
  ;  ;2  ;-36,470  ;14.958  ;-56.546  ;4.3741  ;-30.026  ;-29.277
  ;456  ;1  ;36,470  ;-14.928  ;56.573  ;-4.374  ;30.026  ;29.277
  ;  ;2  ;-36,470  ;14.928  ;-56.204  ;1.9909  ;-30.657  ;-29.277
  ;457  ;1  ;36,470  ;-14.958  ;56.15  ;-1.9909  ;30.657  ;29.277
  ;  ;2  ;-36,470  ;14.958  ;-55.78  ;-0.37428  ;-31.289  ;-29.277
  ;458  ;1  ;36,470  ;-14.958  ;55.806  ;0.37426  ;31.289  ;29.277
  ;  ;2  ;-36,470  ;14.958  ;-55.436  ;-2.7249  ;-31.921  ;-29.277
  ;459  ;1  ;36,470  ;-14.941  ;55.439  ;2.7249  ;31.921  ;29.277
  ;  ;2  ;-36,470  ;14.941  ;-55.069  ;-5.0601  ;-32.553  ;-29.277
  ;460  ;1  ;36,470  ;-14.958  ;55.066  ;5.0601  ;32.553  ;29.277
  ;  ;2  ;-36,470  ;14.958  ;-54.697  ;-7.3795  ;-33.185  ;-29.277
  ;461  ;1  ;36,470  ;-14.945  ;54.671  ;7.3796  ;33.185  ;29.277
  ;  ;2  ;-36,470  ;14.945  ;-54.301  ;-9.6823  ;-33.817  ;-29.277
  ;462  ;1  ;36,470  ;-14.941  ;54.355  ;9.682  ;33.817  ;29.277
  ;  ;2  ;-36,470  ;14.941  ;-53.985  ;-11.971  ;-34.448  ;-29.277
  ;463  ;1  ;36,470  ;-14.941  ;53.96  ;11.972  ;34.448  ;29.277
  ;  ;2  ;-36,470  ;14.941  ;-53.59  ;-14.244  ;-35.08  ;-29.277
Beam-46(Circuler tube 1X0.06(16_GAUGE)(56)[15])  ;  ;  ;  ;  ;  ;  ;  ;
  ;464  ;1  ;12,030  ;159.41  ;-109.96  ;51.126  ;83.318  ;8.5361
  ;  ;2  ;-12,030  ;-159.75  ;109.96  ;-46.715  ;-76.916  ;-8.5361
  ;465  ;1  ;12,030  ;159.75  ;-109.96  ;46.715  ;76.916  ;8.5361
  ;  ;2  ;-12,030  ;-160.09  ;109.96  ;-42.303  ;-70.501  ;-8.5361
  ;466  ;1  ;12,030  ;160.09  ;-109.96  ;42.303  ;70.501  ;8.5361
  ;  ;2  ;-12,030  ;-160.43  ;109.96  ;-37.892  ;-64.072  ;-8.5361
  ;467  ;1  ;12,030  ;160.43  ;-109.95  ;37.892  ;64.072  ;8.5361
  ;  ;2  ;-12,030  ;-160.77  ;109.95  ;-33.481  ;-57.629  ;-8.5361
  ;468  ;1  ;12,030  ;160.77  ;-109.97  ;33.481  ;57.629  ;8.5362
  ;  ;2  ;-12,030  ;-161.11  ;109.97  ;-29.069  ;-51.173  ;-8.5362
  ;469  ;1  ;12,030  ;161.11  ;-109.96  ;29.07  ;51.173  ;8.5361
  ;  ;2  ;-12,030  ;-161.45  ;109.96  ;-24.658  ;-44.703  ;-8.5361
  ;470  ;1  ;12,030  ;161.45  ;-109.96  ;24.658  ;44.703  ;8.5361
  ;  ;2  ;-12,030  ;-161.79  ;109.96  ;-20.247  ;-38.219  ;-8.5361
  ;471  ;1  ;12,030  ;161.78  ;-109.96  ;20.247  ;38.219  ;8.5361
  ;  ;2  ;-12,029  ;-162.12  ;109.96  ;-15.836  ;-31.722  ;-8.5361
  ;472  ;1  ;12,029  ;162.13  ;-109.96  ;15.836  ;31.722  ;8.5361
  ;  ;2  ;-12,029  ;-162.47  ;109.96  ;-11.424  ;-25.211  ;-8.5361
  ;473  ;1  ;12,029  ;162.46  ;-109.96  ;11.424  ;25.211  ;8.5361
  ;  ;2  ;-12,029  ;-162.8  ;109.96  ;-7.0131  ;-18.686  ;-8.5361
  ;474  ;1  ;12,029  ;162.8  ;-109.96  ;7.0131  ;18.686  ;8.5361
  ;  ;2  ;-12,029  ;-163.14  ;109.96  ;-2.6018  ;-12.148  ;-8.5361
  ;475  ;1  ;12,029  ;163.15  ;-109.96  ;2.6018  ;12.148  ;8.5361
  ;  ;2  ;-12,029  ;-163.49  ;109.96  ;1.8095  ;-5.5963  ;-8.5361
  ;476  ;1  ;12,029  ;163.49  ;-109.96  ;-1.8095  ;5.5963  ;8.5361
  ;  ;2  ;-12,029  ;-163.83  ;109.96  ;6.2207  ;0.9693  ;-8.5361
  ;477  ;1  ;12,029  ;163.82  ;-109.96  ;-6.2207  ;-0.9693  ;8.5361
  ;  ;2  ;-12,029  ;-164.16  ;109.96  ;10.632  ;7.5481  ;-8.5361
  ;478  ;1  ;12,029  ;164.17  ;-109.96  ;-10.632  ;-7.5481  ;8.5361
  ;  ;2  ;-12,029  ;-164.51  ;109.96  ;15.043  ;14.141  ;-8.5361
  ;479  ;1  ;12,029  ;164.51  ;-109.96  ;-15.043  ;-14.141  ;8.5361
  ;  ;2  ;-12,029  ;-164.85  ;109.96  ;19.455  ;20.747  ;-8.5361
  ;480  ;1  ;12,029  ;164.84  ;-109.96  ;-19.455  ;-20.747  ;8.5361
  ;  ;2  ;-12,029  ;-165.18  ;109.96  ;23.866  ;27.367  ;-8.5361
  ;481  ;1  ;12,029  ;165.19  ;-109.96  ;-23.866  ;-27.367  ;8.5361
  ;  ;2  ;-12,028  ;-165.53  ;109.96  ;28.277  ;34.001  ;-8.5361
  ;482  ;1  ;12,028  ;165.52  ;-109.96  ;-28.277  ;-34.001  ;8.5361
  ;  ;2  ;-12,028  ;-165.86  ;109.96  ;32.688  ;40.648  ;-8.5361
  ;483  ;1  ;12,028  ;165.87  ;-109.96  ;-32.688  ;-40.648  ;8.5361
  ;  ;2  ;-12,028  ;-166.21  ;109.96  ;37.1  ;47.309  ;-8.5361
  ;484  ;1  ;12,028  ;166.21  ;-109.96  ;-37.1  ;-47.309  ;8.5361
  ;  ;2  ;-12,028  ;-166.55  ;109.96  ;41.511  ;53.984  ;-8.5361
  ;485  ;1  ;12,028  ;166.54  ;-109.96  ;-41.511  ;-53.984  ;8.5361
  ;  ;2  ;-12,028  ;-166.88  ;109.96  ;45.922  ;60.672  ;-8.5361
Beam-47(Circuler tube 1X0.06(16_GAUGE)(1)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;486  ;1  ;13,095  ;1,018.1  ;432.09  ;89.125  ;55.867  ;-7.4386
  ;  ;2  ;-13,095  ;-1,018.1  ;-432.09  ;-92.891  ;-46.994  ;7.4386
  ;487  ;1  ;12,719  ;3,276.6  ;432.09  ;90.188  ;46.994  ;-23.456
  ;  ;2  ;-12,719  ;-3,276.6  ;-432.09  ;-93.954  ;-18.437  ;23.456
  ;488  ;1  ;11,957  ;5,435.4  ;432.09  ;88.454  ;18.437  ;-39.415
  ;  ;2  ;-11,957  ;-5,435.5  ;-432.09  ;-92.22  ;28.937  ;39.415
  ;489  ;1  ;10,831  ;7,429.2  ;432.09  ;83.974  ;-28.937  ;-54.83
  ;  ;2  ;-10,831  ;-7,429.2  ;-432.09  ;-87.74  ;93.686  ;54.83
  ;490  ;1  ;9,768.9  ;8,779.1  ;432.09  ;79.835  ;-93.686  ;-65.811
  ;  ;2  ;-9,768.9  ;-8,779.1  ;-432.09  ;-81.718  ;131.95  ;65.811
  ;491  ;1  ;-2,388.6  ;2,021.7  ;66.609  ;-13.694  ;-6.0726  ;-18.965
  ;  ;2  ;2,388.7  ;-2,021.7  ;-66.609  ;13.403  ;14.897  ;18.965
  ;492  ;1  ;-2,632.2  ;1,692.5  ;66.609  ;-15.765  ;-14.897  ;-17.053
  ;  ;2  ;2,632.2  ;-1,692.6  ;-66.609  ;15.184  ;29.649  ;17.053
  ;493  ;1  ;-2,886.2  ;1,209.8  ;66.609  ;-17.915  ;-29.649  ;-14.157
  ;  ;2  ;2,886.2  ;-1,209.8  ;-66.609  ;17.334  ;40.193  ;14.157
  ;494  ;1  ;-3,052.5  ;690.23  ;66.609  ;-19.529  ;-40.193  ;-10.932
  ;  ;2  ;3,052.5  ;-690.25  ;-66.609  ;18.948  ;46.209  ;10.932
  ;495  ;1  ;-3,126  ;149.7  ;66.609  ;-20.559  ;-46.209  ;-7.4758
  ;  ;2  ;3,126.1  ;-149.71  ;-66.609  ;19.978  ;47.514  ;7.4758
Beam-48(Circuler tube 1X0.06(16_GAUGE)(56)[18])  ;  ;  ;  ;  ;  ;  ;  ;
  ;496  ;1  ;15,303  ;-78.388  ;648.14  ;-130.74  ;-2.2581  ;37.692
  ;  ;2  ;-15,303  ;78.735  ;-648.11  ;103.59  ;-1.0321  ;-37.692
  ;497  ;1  ;15,303  ;-78.724  ;648.1  ;-103.59  ;1.0319  ;37.692
  ;  ;2  ;-15,303  ;79.071  ;-648.07  ;76.451  ;-4.3361  ;-37.692
  ;498  ;1  ;15,303  ;-79.07  ;648.07  ;-76.451  ;4.3362  ;37.692
  ;  ;2  ;-15,303  ;79.418  ;-648.04  ;49.31  ;-7.655  ;-37.692
  ;499  ;1  ;15,303  ;-79.427  ;648.04  ;-49.31  ;7.6549  ;37.692
  ;  ;2  ;-15,303  ;79.774  ;-648  ;22.172  ;-10.989  ;-37.692
  ;500  ;1  ;15,303  ;-79.765  ;648  ;-22.171  ;10.989  ;37.692
  ;  ;2  ;-15,302  ;80.113  ;-647.97  ;-4.966  ;-14.336  ;-37.692
  ;501  ;1  ;15,302  ;-80.118  ;647.97  ;4.966  ;14.336  ;37.692
  ;  ;2  ;-15,302  ;80.465  ;-647.94  ;-32.102  ;-17.699  ;-37.692
  ;502  ;1  ;15,302  ;-80.458  ;647.93  ;32.102  ;17.699  ;37.692
  ;  ;2  ;-15,302  ;80.805  ;-647.9  ;-59.237  ;-21.076  ;-37.692
  ;503  ;1  ;15,302  ;-80.814  ;647.9  ;59.237  ;21.076  ;37.692
  ;  ;2  ;-15,302  ;81.162  ;-647.87  ;-86.37  ;-24.468  ;-37.692
  ;504  ;1  ;15,302  ;-81.161  ;647.86  ;86.37  ;24.468  ;37.692
  ;  ;2  ;-15,302  ;81.508  ;-647.83  ;-113.5  ;-27.874  ;-37.692
  ;505  ;1  ;15,302  ;-81.497  ;647.83  ;113.5  ;27.874  ;37.692
  ;  ;2  ;-15,302  ;81.844  ;-647.8  ;-140.63  ;-31.294  ;-37.692
Beam-49(Circuler tube 1X0.06(16_GAUGE)(6)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;506  ;1  ;59,255  ;-533.99  ;376.3  ;-110.24  ;-156.83  ;18.684
  ;  ;2  ;-59,255  ;533.66  ;-376.29  ;95.586  ;136.03  ;-18.684
  ;507  ;1  ;59,255  ;-533.66  ;376.24  ;-95.584  ;-136.03  ;18.684
  ;  ;2  ;-59,255  ;533.32  ;-376.24  ;80.93  ;115.26  ;-18.684
  ;508  ;1  ;59,255  ;-533.32  ;376.29  ;-80.931  ;-115.25  ;18.684
  ;  ;2  ;-59,255  ;532.98  ;-376.28  ;66.275  ;94.488  ;-18.684
  ;509  ;1  ;59,255  ;-532.98  ;376.23  ;-66.274  ;-94.489  ;18.684
  ;  ;2  ;-59,255  ;532.64  ;-376.23  ;51.62  ;73.736  ;-18.684
  ;510  ;1  ;59,255  ;-532.64  ;376.28  ;-51.621  ;-73.736  ;18.684
  ;  ;2  ;-59,255  ;532.3  ;-376.27  ;36.965  ;52.996  ;-18.684
  ;511  ;1  ;59,255  ;-532.3  ;376.27  ;-36.965  ;-52.996  ;18.684
  ;  ;2  ;-59,255  ;531.96  ;-376.27  ;22.31  ;32.27  ;-18.684
  ;512  ;1  ;59,255  ;-531.97  ;376.22  ;-22.309  ;-32.27  ;18.684
  ;  ;2  ;-59,255  ;531.63  ;-376.22  ;7.6558  ;11.557  ;-18.684
  ;513  ;1  ;59,255  ;-531.58  ;376.26  ;-7.6559  ;-11.557  ;18.684
  ;  ;2  ;-59,255  ;531.24  ;-376.26  ;-6.9994  ;-9.141  ;-18.684
  ;514  ;1  ;59,112  ;-361.1  ;380.71  ;-20.781  ;-14.65  ;2.5549
  ;  ;2  ;-59,112  ;360.76  ;-380.71  ;5.9718  ;0.61009  ;-2.5549
  ;515  ;1  ;59,112  ;-360.76  ;380.71  ;-5.9718  ;-0.61009  ;2.5549
  ;  ;2  ;-59,112  ;360.43  ;-380.7  ;-8.8378  ;-13.417  ;-2.5549
  ;516  ;1  ;59,112  ;-360.43  ;380.7  ;8.8378  ;13.417  ;2.5549
  ;  ;2  ;-59,112  ;360.09  ;-380.7  ;-23.647  ;-27.431  ;-2.5549
  ;517  ;1  ;59,112  ;-360.06  ;380.67  ;23.647  ;27.431  ;2.5549
  ;  ;2  ;-59,112  ;359.72  ;-380.66  ;-38.455  ;-41.431  ;-2.5549
  ;518  ;1  ;59,112  ;-359.75  ;380.7  ;38.455  ;41.431  ;2.5549
  ;  ;2  ;-59,112  ;359.41  ;-380.69  ;-53.264  ;-55.419  ;-2.5549
  ;519  ;1  ;59,112  ;-359.41  ;380.69  ;53.264  ;55.419  ;2.5549
  ;  ;2  ;-59,112  ;359.07  ;-380.69  ;-68.073  ;-69.393  ;-2.5549
  ;520  ;1  ;59,112  ;-359.07  ;380.69  ;68.073  ;69.393  ;2.5549
  ;  ;2  ;-59,112  ;358.73  ;-380.68  ;-82.882  ;-83.355  ;-2.5549
  ;521  ;1  ;59,112  ;-358.73  ;380.68  ;82.882  ;83.355  ;2.5549
  ;  ;2  ;-59,112  ;358.4  ;-380.68  ;-97.69  ;-97.303  ;-2.5549
  ;522  ;1  ;30.88  ;1.103  ;0.27729  ;-0.00011882  ;0.00047377  ;0
  ;  ;2  ;-30.879  ;-1.1105  ;-0.27719  ;-0.0001188  ;0.00047483  ;0
Beam-50(Circuler tube 1X0.06(16_GAUGE)(8)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;523  ;1  ;205.15  ;63.244  ;-57.676  ;27.504  ;25.621  ;-13.604
  ;  ;2  ;-204.8  ;-63.335  ;57.606  ;-25.11  ;-22.993  ;13.604
  ;524  ;1  ;204.8  ;63.334  ;-57.606  ;25.11  ;22.992  ;-13.604
  ;  ;2  ;-204.45  ;-63.425  ;57.536  ;-22.719  ;-20.36  ;13.604
  ;525  ;1  ;204.45  ;63.426  ;-57.536  ;22.719  ;20.361  ;-13.604
  ;  ;2  ;-204.1  ;-63.517  ;57.466  ;-20.331  ;-17.725  ;13.604
  ;526  ;1  ;204.1  ;63.517  ;-57.466  ;20.331  ;17.725  ;-13.604
